Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Kawakami R., Ikeuchi K.",Color estimation from a single surface color,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206645,635,642,,3,10.1109/CVPRW.2009.5206645,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450175518&doi=10.1109%2fCVPRW.2009.5206645&partnerID=40&md5=4dacda32b3c52fd18fd14dd2a1f78e4b,"Institute of Industrial Science, University of Tokyo, Japan","Kawakami, R., Institute of Industrial Science, University of Tokyo, Japan; Ikeuchi, K., Institute of Industrial Science, University of Tokyo, Japan",Conference Paper,Scopus,2-s2.0-70450175518
"Zheng Y., Lu X., Georgescu B., Littmann A., Mueller E., Comaniciu D.",Robust object detection using marginal space learning and ranking-based multi-detector aggregation: Application to left ventricle detection in 2d MRI images,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206808,1343,1350,,12,10.1109/CVPRW.2009.5206808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450192113&doi=10.1109%2fCVPRW.2009.5206808&partnerID=40&md5=4d9226dd778f9e7ed8130cac0cf07d49,"Siemens Corporate Research, Integrated Data Systems Department, NJ, United States; Magnetic Resonance, Siemens Healthcare Sector, Erlangen, Germany","Zheng, Y., Siemens Corporate Research, Integrated Data Systems Department, NJ, United States; Lu, X., Siemens Corporate Research, Integrated Data Systems Department, NJ, United States; Georgescu, B., Siemens Corporate Research, Integrated Data Systems Department, NJ, United States; Littmann, A., Magnetic Resonance, Siemens Healthcare Sector, Erlangen, Germany; Mueller, E., Magnetic Resonance, Siemens Healthcare Sector, Erlangen, Germany; Comaniciu, D., Siemens Corporate Research, Integrated Data Systems Department, NJ, United States",Conference Paper,Scopus,2-s2.0-70450192113
"Gonzalez G., Fleuret F., Fua P.",Learning rotational features for filament detection,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206511,1582,1589,,14,10.1109/CVPRW.2009.5206511,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450195041&doi=10.1109%2fCVPRW.2009.5206511&partnerID=40&md5=49156be1e3c966de25089b8003986a07,"CVLab, EPFL-IandC -CvLab, CH-1015 Lausanne, Switzerland; IDIAP Research Institute, Rue Marconi 19, CH-1920 Martigny, Switzerland","Gonzalez, G., CVLab, EPFL-IandC -CvLab, CH-1015 Lausanne, Switzerland; Fleuret, F., IDIAP Research Institute, Rue Marconi 19, CH-1920 Martigny, Switzerland; Fua, P., CVLab, EPFL-IandC -CvLab, CH-1015 Lausanne, Switzerland",Conference Paper,Scopus,2-s2.0-70450195041
"Rohith M.V., Somanath G., Metaxas D., Kambhamettu C.",D - Clutter: Building object model library from unsupervised segmentation of cluttered scenes,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206579,2783,2789,,10,10.1109/CVPRW.2009.5206579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450181375&doi=10.1109%2fCVPRW.2009.5206579&partnerID=40&md5=e9330a15b0d653c8606481ed77bcdb8e,"Department of Computer Science, VIMS Lab., University of Delaware, United States; Department of Computer Science, CBIM Center, Rutgers University, United States","Rohith, M.V., Department of Computer Science, VIMS Lab., University of Delaware, United States; Somanath, G., Department of Computer Science, VIMS Lab., University of Delaware, United States; Metaxas, D., Department of Computer Science, CBIM Center, Rutgers University, United States; Kambhamettu, C., Department of Computer Science, VIMS Lab., University of Delaware, United States",Conference Paper,Scopus,2-s2.0-70450181375
"Marszałek M., Laptev I., Schmid C.",Actions in context,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206557,2929,2936,,424,10.1109/CVPRW.2009.5206557,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450177757&doi=10.1109%2fCVPRW.2009.5206557&partnerID=40&md5=d93f0ce4cf94ade87c885ffa10814595,"INRIA Grenoble, France; INRIA Rennes, France","Marszałek, M., INRIA Grenoble, France; Laptev, I., INRIA Rennes, France; Schmid, C., INRIA Grenoble, France",Conference Paper,Scopus,2-s2.0-70450177757
"Kratz L., Nishino K.",Anomaly detection in extremely crowded scenes using spatio-temporal motion pattern models,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206771,1446,1453,,255,10.1109/CVPRW.2009.5206771,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450214749&doi=10.1109%2fCVPRW.2009.5206771&partnerID=40&md5=d71e60d1c67b89e4f8e7d9c874b59003,"Department of Computer Science, Drexel University, United States","Kratz, L., Department of Computer Science, Drexel University, United States; Nishino, K., Department of Computer Science, Drexel University, United States",Conference Paper,Scopus,2-s2.0-70450214749
"Ravishankar S., Jain A., Mittal A.",Automated feature extraction for early detection of diabetic retinopathy in fundus images,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206763,210,217,,112,10.1109/CVPRW.2009.5206763,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450203631&doi=10.1109%2fCVPRW.2009.5206763&partnerID=40&md5=f4e5f0267351c92ae98d898ce7a4503d,"Indian Institute of Technology Madras, University of Maryland College Park, University of Illinois at Urbana-Champaign, India","Ravishankar, S., Indian Institute of Technology Madras, University of Maryland College Park, University of Illinois at Urbana-Champaign, India; Jain, A., Indian Institute of Technology Madras, University of Maryland College Park, University of Illinois at Urbana-Champaign, India; Mittal, A., Indian Institute of Technology Madras, University of Maryland College Park, University of Illinois at Urbana-Champaign, India",Conference Paper,Scopus,2-s2.0-70450203631
"Lei Z., Li S.Z.",Coupled Spectral regression for matching heterogeneous faces,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206860,1123,1128,,72,10.1109/CVPRW.2009.5206860,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450192038&doi=10.1109%2fCVPRW.2009.5206860&partnerID=40&md5=ae5442cbc6a2630628bc688aa902267f,"Center for Biometrics and Security Research and National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 95 Zhongguancun Donglu, Beijing 100190, China","Lei, Z., Center for Biometrics and Security Research and National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 95 Zhongguancun Donglu, Beijing 100190, China; Li, S.Z., Center for Biometrics and Security Research and National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 95 Zhongguancun Donglu, Beijing 100190, China",Conference Paper,Scopus,2-s2.0-70450192038
"Li L.-J., Socher R., Fei-Fei L.","Towards total scene understanding: Classification, annotation and segmentation in an automatic framework",2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206718,2036,2043,,269,10.1109/CVPRW.2009.5206718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450219021&doi=10.1109%2fCVPRW.2009.5206718&partnerID=40&md5=e9175e2bea483978f11506c1b0dd13e8,"Dept. of Computer Science, Princeton University, Princeton, United States","Li, L.-J., Dept. of Computer Science, Princeton University, Princeton, United States; Socher, R., Dept. of Computer Science, Princeton University, Princeton, United States; Fei-Fei, L., Dept. of Computer Science, Princeton University, Princeton, United States",Conference Paper,Scopus,2-s2.0-70450219021
"Sivic J., Everingham M., Zisserman A.",Who are you? - Learning person specific classifiers from video,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206513,1145,1152,,106,10.1109/CVPRW.2009.5206513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450202706&doi=10.1109%2fCVPRW.2009.5206513&partnerID=40&md5=891263bc666fea14b3c284dda4941afa,"School of Computing, University of Leeds, United Kingdom; Department of Engineering Science, University of Oxford, United Kingdom; Laboratoire DÍnformatique De LÉcole Normale Superieure, INRIA, WILLOW Project, Paris, France","Sivic, J., Laboratoire DÍnformatique De LÉcole Normale Superieure, INRIA, WILLOW Project, Paris, France; Everingham, M., School of Computing, University of Leeds, United Kingdom; Zisserman, A., Department of Engineering Science, University of Oxford, United Kingdom",Conference Paper,Scopus,2-s2.0-70450202706
"Rodŕiguez-Serrano J.A., Perronnin F., Lladós J., Sánchez G.",A similarity measure between vector sequences with application to handwritten word image retrieval,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206783,1722,1729,,22,10.1109/CVPRW.2009.5206783,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450209151&doi=10.1109%2fCVPRW.2009.5206783&partnerID=40&md5=0c71c5dc345bde9cd4b15ac5b6861d59,"Xerox Research Centre Europe (XRCE), France; Computer Vision Center (CVC), Universitat Aut̀onoma de Barcelona, Spain; Loughborough University, United Kingdom","Rodŕiguez-Serrano, J.A., Loughborough University, United Kingdom; Perronnin, F., Xerox Research Centre Europe (XRCE), France; Lladós, J., Computer Vision Center (CVC), Universitat Aut̀onoma de Barcelona, Spain; Sánchez, G., Computer Vision Center (CVC), Universitat Aut̀onoma de Barcelona, Spain",Conference Paper,Scopus,2-s2.0-70450209151
"Brückner M., Bajramovic F., Denzler J.",Geometric and probabilistic image dissimilarity measures for common field of view detection,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206810,2052,2057,,6,10.1109/CVPRW.2009.5206810,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450176427&doi=10.1109%2fCVPRW.2009.5206810&partnerID=40&md5=d90b0cb7a92ffc8ca6c0ac68f28d42a6,"Friedrich Schiller University of Jena, Chair for Computer Vision, Ernst-Abbe-Platz 2, 07743 Jena, Germany","Brückner, M., Friedrich Schiller University of Jena, Chair for Computer Vision, Ernst-Abbe-Platz 2, 07743 Jena, Germany; Bajramovic, F., Friedrich Schiller University of Jena, Chair for Computer Vision, Ernst-Abbe-Platz 2, 07743 Jena, Germany; Denzler, J., Friedrich Schiller University of Jena, Chair for Computer Vision, Ernst-Abbe-Platz 2, 07743 Jena, Germany",Conference Paper,Scopus,2-s2.0-70450176427
"Banerjee J., Namboodiri A.M., Jawahar C.V.",Contextual restoration of severely degraded document images,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206601,517,524,,28,10.1109/CVPRW.2009.5206601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450164213&doi=10.1109%2fCVPRW.2009.5206601&partnerID=40&md5=1e66c94eb14c67bf57646e67951dd3a4,"Center for Visual Information Technology, IIIT, Hyderabad - 500032, India","Banerjee, J., Center for Visual Information Technology, IIIT, Hyderabad - 500032, India; Namboodiri, A.M., Center for Visual Information Technology, IIIT, Hyderabad - 500032, India; Jawahar, C.V., Center for Visual Information Technology, IIIT, Hyderabad - 500032, India",Conference Paper,Scopus,2-s2.0-70450164213
"Furukawa Y., Curless B., Seitz S.M., Szeliski R.",Manhattan-world stereo,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206867,1422,1429,,177,10.1109/CVPRW.2009.5206867,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450189872&doi=10.1109%2fCVPRW.2009.5206867&partnerID=40&md5=5b0214de9f148b92d743ce6e38c6308c,"Department of Computer Science and Engineering, University of Washington, Washington, United States; Microsoft Research, Redmond, United States","Furukawa, Y., Department of Computer Science and Engineering, University of Washington, Washington, United States; Curless, B., Department of Computer Science and Engineering, University of Washington, Washington, United States; Seitz, S.M., Department of Computer Science and Engineering, University of Washington, Washington, United States; Szeliski, R., Microsoft Research, Redmond, United States",Conference Paper,Scopus,2-s2.0-70450189872
"Guo G., Mu G., Fu Y., Huang T.S.",Human age estimation using bio-inspired features,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206681,112,119,,202,10.1109/CVPRW.2009.5206681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450194783&doi=10.1109%2fCVPRW.2009.5206681&partnerID=40&md5=dbbc4ab1491543c74a2e2c4dd4e0a8af,,"Guo, G.; Mu, G.; Fu, Y.; Huang, T.S.",Conference Paper,Scopus,2-s2.0-70450194783
"McCloskey S., Langer M.",Planar orientation from blur gradients in a single image,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206618,2318,2325,,6,10.1109/CVPRW.2009.5206618,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450179758&doi=10.1109%2fCVPRW.2009.5206618&partnerID=40&md5=d0361f57ee05d78e2b086cf95230914d,"McGill University, Montreal, QC, Canada; Honeywell Labs, Golden Valley, MN, United States","McCloskey, S., Honeywell Labs, Golden Valley, MN, United States; Langer, M., McGill University, Montreal, QC, Canada",Conference Paper,Scopus,2-s2.0-70450179758
"Sizintsev M., Wildes R.P.",Spatiotemporal stereo via spatiotemporal quadric element (Stequel) matching,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206728,493,500,,23,10.1109/CVPRW.2009.5206728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450185115&doi=10.1109%2fCVPRW.2009.5206728&partnerID=40&md5=4f75b12319364ea9e7d11a9f48bd9914,"Department of Computer Science and Engineering, York University, Toronto, ON, Canada","Sizintsev, M., Department of Computer Science and Engineering, York University, Toronto, ON, Canada; Wildes, R.P., Department of Computer Science and Engineering, York University, Toronto, ON, Canada",Conference Paper,Scopus,2-s2.0-70450185115
"Reddy D., Agrawal A., Chellappa R.",Enforcing integrability by error correction using l1- minimization,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206603,2350,2357,,25,10.1109/CVPRW.2009.5206603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450206368&doi=10.1109%2fCVPRW.2009.5206603&partnerID=40&md5=c6f39c67822ab1379acf0448a949afbb,"University of Maryland, College Park, MD, 20742, United States; Mitsubishi Electric Research Labs, Cambridge, MA, 02139, United States","Reddy, D., University of Maryland, College Park, MD, 20742, United States; Agrawal, A., Mitsubishi Electric Research Labs, Cambridge, MA, 02139, United States; Chellappa, R., University of Maryland, College Park, MD, 20742, United States",Conference Paper,Scopus,2-s2.0-70450206368
"Myronenko A., Song X.",Global active contour-based image segmentation via probability alignment,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206552,2798,2804,,14,10.1109/CVPRW.2009.5206552,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450159370&doi=10.1109%2fCVPRW.2009.5206552&partnerID=40&md5=985135d7ae0cb2f3eee79e94c2759ae8,"Dept. of Science and Engineering, School of Medicine, Oregon Health and Science University, 20000 NW Walker Rd, Beaverton, OR, 97006, United States","Myronenko, A., Dept. of Science and Engineering, School of Medicine, Oregon Health and Science University, 20000 NW Walker Rd, Beaverton, OR, 97006, United States; Song, X., Dept. of Science and Engineering, School of Medicine, Oregon Health and Science University, 20000 NW Walker Rd, Beaverton, OR, 97006, United States",Conference Paper,Scopus,2-s2.0-70450159370
"Wang G., Hoiem D., Forsyth D.",Building text features for object image classification,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206816,1367,1374,,74,10.1109/CVPRW.2009.5206816,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450207253&doi=10.1109%2fCVPRW.2009.5206816&partnerID=40&md5=5f12a10c8b901387bd4413cb38b039ab,"Dept. of Computer Science, University of Illinois Urbana-Champaign (UIUC), United States; Dept. of Electrical and Computer Engineering, University of Illinois Urbana-Champaign (UIUC), United States","Wang, G., Dept. of Electrical and Computer Engineering, University of Illinois Urbana-Champaign (UIUC), United States; Hoiem, D., Dept. of Computer Science, University of Illinois Urbana-Champaign (UIUC), United States; Forsyth, D., Dept. of Computer Science, University of Illinois Urbana-Champaign (UIUC), United States",Conference Paper,Scopus,2-s2.0-70450207253
"Christoudias C.M., Urtasun R., Kapoor A., Darrell T.",Co-training with noisy perceptual observations,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206572,2844,2851,,24,10.1109/CVPRW.2009.5206572,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450194986&doi=10.1109%2fCVPRW.2009.5206572&partnerID=40&md5=6ac3d94793ad738b8135fd5833ae5a57,"UC Berkeley EECS and ICSI, United States; Microsoft Research","Christoudias, C.M., UC Berkeley EECS and ICSI, United States; Urtasun, R., UC Berkeley EECS and ICSI, United States; Kapoor, A., Microsoft Research; Darrell, T., UC Berkeley EECS and ICSI, United States",Conference Paper,Scopus,2-s2.0-70450194986
"Huang X., Ren L., Yang R.",Image deblurring for less intrusive iris capture,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206700,1558,1565,,14,10.1109/CVPRW.2009.5206700,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450191188&doi=10.1109%2fCVPRW.2009.5206700&partnerID=40&md5=998caf41e84c5c9d2ecd56db2b0092db,"Robert Bosch Research and Technology Center, Palo Alto, CA 94304, United States; University of Kentucky, Lexington, KY 40507, United States","Huang, X., Robert Bosch Research and Technology Center, Palo Alto, CA 94304, United States, University of Kentucky, Lexington, KY 40507, United States; Ren, L., Robert Bosch Research and Technology Center, Palo Alto, CA 94304, United States; Yang, R., University of Kentucky, Lexington, KY 40507, United States",Conference Paper,Scopus,2-s2.0-70450191188
"Moreno-Noguer F., Salzmann M., Lepetit V., Fua P.",Capturing 3D stretchable surfaces from single images in closed form,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206758,1842,1849,,29,10.1109/CVPRW.2009.5206758,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450185078&doi=10.1109%2fCVPRW.2009.5206758&partnerID=40&md5=1adcd647c8cbf3fb04cf130ea5ceaaff,"EECS, ICSI, UC Berkeley CA 94720, United States; EPFL - CVLab, 1015 Lausanne, Switzerland; Institut de Robòtica i, Informàtica Industrial (CSIC-UPC), 08028 Barcelona, Spain","Moreno-Noguer, F., Institut de Robòtica i, Informàtica Industrial (CSIC-UPC), 08028 Barcelona, Spain; Salzmann, M., EECS, ICSI, UC Berkeley CA 94720, United States; Lepetit, V., EPFL - CVLab, 1015 Lausanne, Switzerland; Fua, P., EPFL - CVLab, 1015 Lausanne, Switzerland",Conference Paper,Scopus,2-s2.0-70450185078
"Tang F., Lim S.H., Chang N.L., Tao H.",A novel feature descriptor invariant to complex brightness changes,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206550,2631,2638,,68,10.1109/CVPRW.2009.5206550,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450206525&doi=10.1109%2fCVPRW.2009.5206550&partnerID=40&md5=7654c4a922246c6338f6bc78843bd095,"Hewlett-Packard Labs, Palo Alto, CA, United States; University of California, Santa Cruz, CA, United States","Tang, F., Hewlett-Packard Labs, Palo Alto, CA, United States; Lim, S.H., Hewlett-Packard Labs, Palo Alto, CA, United States; Chang, N.L., Hewlett-Packard Labs, Palo Alto, CA, United States; Tao, H., University of California, Santa Cruz, CA, United States",Conference Paper,Scopus,2-s2.0-70450206525
"Gao W., Ai H., Lao S.",Adaptive contour features in oriented granular space for human detection and segmentation,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206762,1786,1793,,55,10.1109/CVPRW.2009.5206762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450182223&doi=10.1109%2fCVPRW.2009.5206762&partnerID=40&md5=c13ca74ad14040897ba73f4f60e268e3,"Computer Science and Technology Department, Tsinghua University, Beijing, China; Core Technology Center, Omron Corporation, Kyoto, Japan","Gao, W., Computer Science and Technology Department, Tsinghua University, Beijing, China; Ai, H., Computer Science and Technology Department, Tsinghua University, Beijing, China; Lao, S., Core Technology Center, Omron Corporation, Kyoto, Japan",Conference Paper,Scopus,2-s2.0-70450182223
"Gijsenij A., Gevers T., Weijer J.V.D.",Physics-based edge evaluation for improved color constancy,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206497,581,588,,11,10.1109/CVPRW.2009.5206497,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450175761&doi=10.1109%2fCVPRW.2009.5206497&partnerID=40&md5=70b67ab1e8071af82f692eedfa24f5a4,"Intelligent Systems Lab Amsterdam, University of Amsterdam, Science Park 107, Amsterdam, Netherlands; Computer Vision Center Campus, Universitat Autònoma De Barcelona, 08193 Bellaterra, Spain","Gijsenij, A., Intelligent Systems Lab Amsterdam, University of Amsterdam, Science Park 107, Amsterdam, Netherlands; Gevers, T., Intelligent Systems Lab Amsterdam, University of Amsterdam, Science Park 107, Amsterdam, Netherlands; Weijer, J.V.D., Computer Vision Center Campus, Universitat Autònoma De Barcelona, 08193 Bellaterra, Spain",Conference Paper,Scopus,2-s2.0-70450175761
"Bregonzio M., Gong S., Xiang T.",Recognising action as clouds of space-time interest points,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206779,1948,1955,,182,10.1109/CVPRW.2009.5206779,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450196535&doi=10.1109%2fCVPRW.2009.5206779&partnerID=40&md5=96e3d38e3e784c5130608d4976ed8872,"School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom","Bregonzio, M., School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom; Gong, S., School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom; Xiang, T., School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom",Conference Paper,Scopus,2-s2.0-70450196535
"Álvarez J.M.A., Gevers T., Ĺopez A.",Learning photometric invariance from diversified color model ensembles,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206785,565,572,,5,10.1109/CVPRW.2009.5206785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450199770&doi=10.1109%2fCVPRW.2009.5206785&partnerID=40&md5=806b8b5ba45da72d518671806a0152f5,"Faculty of Science, University of Amsterdam, Netherlands; Computer Vision Center and Computer Science, Dpt. Univ. Autonoma De Barcelona, Spain","Álvarez, J.M.A., Computer Vision Center and Computer Science, Dpt. Univ. Autonoma De Barcelona, Spain; Gevers, T., Faculty of Science, University of Amsterdam, Netherlands; Ĺopez, A., Faculty of Science, University of Amsterdam, Netherlands",Conference Paper,Scopus,2-s2.0-70450199770
"Chan A.B., Vasconcelos N.",Variational layered dynamic textures,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206556,1062,1069,,16,10.1109/CVPRW.2009.5206556,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450161407&doi=10.1109%2fCVPRW.2009.5206556&partnerID=40&md5=562912602c8759efb5f1c5cdf30a657b,"Department of Electrical and Computer Engineering, University of California, San Diego, United States","Chan, A.B., Department of Electrical and Computer Engineering, University of California, San Diego, United States; Vasconcelos, N., Department of Electrical and Computer Engineering, University of California, San Diego, United States",Conference Paper,Scopus,2-s2.0-70450161407
"Loy C.C., Xiang T., Gong S.",Multi-camera activity correlation analysis,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206827,1988,1995,,88,10.1109/CVPRW.2009.5206827,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450171456&doi=10.1109%2fCVPRW.2009.5206827&partnerID=40&md5=7af8fedf339d34e5e007567d08095b8e,"School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom","Loy, C.C., School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom; Xiang, T., School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom; Gong, S., School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS, United Kingdom",Conference Paper,Scopus,2-s2.0-70450171456
"Buehler P., Everingham M., Zisserman A.",Learning sign language by watching TV (using weakly aligned subtitles),2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206523,2961,2968,,42,10.1109/CVPRW.2009.5206523,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450179964&doi=10.1109%2fCVPRW.2009.5206523&partnerID=40&md5=b42f7790a06f8ca562b97ec5d5f7cc35,"University of Oxford, Engineering Science, United Kingdom; School of Computing, University of Leeds, United Kingdom","Buehler, P., University of Oxford, Engineering Science, United Kingdom; Everingham, M., School of Computing, University of Leeds, United Kingdom; Zisserman, A., University of Oxford, Engineering Science, United Kingdom",Conference Paper,Scopus,2-s2.0-70450179964
"Joshi A.J., Porikli F., Papanikolopoulos N.",Multi-class active learning for image classification,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206627,2372,2379,,109,10.1109/CVPRW.2009.5206627,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450181250&doi=10.1109%2fCVPRW.2009.5206627&partnerID=40&md5=68866651b57437037d455cddfb911df9,"University of Minnesota, Twin Cities, United States; Mitsubishi Electric Research Laboratories, United States","Joshi, A.J., University of Minnesota, Twin Cities, United States; Porikli, F., Mitsubishi Electric Research Laboratories, United States; Papanikolopoulos, N., University of Minnesota, Twin Cities, United States",Conference Paper,Scopus,2-s2.0-70450181250
"Perd'och M., Chum O., Matas J.",E-cient representation of local geometry for large scale object retrieval,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206529,9,16,,160,10.1109/CVPRW.2009.5206529,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450179951&doi=10.1109%2fCVPRW.2009.5206529&partnerID=40&md5=c5881f2d1e222526a19e0ae7b290ecb8,"Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic","Perd'och, M., Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic; Chum, O., Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic; Matas, J., Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic",Conference Paper,Scopus,2-s2.0-70450179951
