Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Wang P., Kohler C., Barrett F., Gur R., Gur R., Verma R.",Quantifying facial expression abnormality in schizophrenia by combining 2D and 3D features,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270086,,,,4,10.1109/CVPR.2007.383061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948886729&doi=10.1109%2fCVPR.2007.383061&partnerID=40&md5=24ac450cd5554d5bf1a18857f972cb3b,"Department of Radiology, University of Pennsylvania, Philadelphia, PA 19104; Department of Psychiatry, University of Pennsylvania, Philadelphia, PA 19104","Wang, P., Department of Radiology, University of Pennsylvania, Philadelphia, PA 19104; Kohler, C., Department of Psychiatry, University of Pennsylvania, Philadelphia, PA 19104; Barrett, F., Department of Psychiatry, University of Pennsylvania, Philadelphia, PA 19104; Gur, R., Department of Psychiatry, University of Pennsylvania, Philadelphia, PA 19104; Gur, R., Department of Psychiatry, University of Pennsylvania, Philadelphia, PA 19104; Verma, R., Department of Radiology, University of Pennsylvania, Philadelphia, PA 19104",Conference Paper,Scopus,2-s2.0-34948886729
"Azzabou N., Paragios N., Guichard F., Cao F.",Variable bandwidth image denoising using image-based noise models,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270241,,,,3,10.1109/CVPR.2007.383216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948857982&doi=10.1109%2fCVPR.2007.383216&partnerID=40&md5=b3840a12fe0bd8938144fb653c41e769,"MAS, Ecole Centrale de Paris, Grande Voie des Vignes, 92295 Chatenay-Malabry, France; DxOLabs., 3 Rue Nationale, 92100 Boulogne, France","Azzabou, N., MAS, Ecole Centrale de Paris, Grande Voie des Vignes, 92295 Chatenay-Malabry, France, DxOLabs., 3 Rue Nationale, 92100 Boulogne, France; Paragios, N., MAS, Ecole Centrale de Paris, Grande Voie des Vignes, 92295 Chatenay-Malabry, France; Guichard, F., DxOLabs., 3 Rue Nationale, 92100 Boulogne, France; Cao, F., DxOLabs., 3 Rue Nationale, 92100 Boulogne, France",Conference Paper,Scopus,2-s2.0-34948857982
"Song X., Iordanescu G., Wyrwicz A.M.",One-class machine learning for brain activation detection,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270337,,,,1,10.1109/CVPR.2007.383339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948892069&doi=10.1109%2fCVPR.2007.383339&partnerID=40&md5=8e96364b8f63f27b10eadd40b1faadce,"Department of Radiology, Feinberg School of Medicine, Northwestern University, Evanston, IL","Song, X., Department of Radiology, Feinberg School of Medicine, Northwestern University, Evanston, IL; Iordanescu, G., Department of Radiology, Feinberg School of Medicine, Northwestern University, Evanston, IL; Wyrwicz, A.M., Department of Radiology, Feinberg School of Medicine, Northwestern University, Evanston, IL",Conference Paper,Scopus,2-s2.0-34948892069
McDowall I.E.,Multi-use light engine - Fast projection,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270460,,,,,10.1109/CVPR.2007.383462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948863834&doi=10.1109%2fCVPR.2007.383462&partnerID=40&md5=645d8b5d2d3c796bdecbd8bd7c62bd69,"Fakespace Labs, Inc., 241 Polaris Ave., Mountain View, CA 94043","McDowall, I.E., Fakespace Labs, Inc., 241 Polaris Ave., Mountain View, CA 94043",Conference Paper,Scopus,2-s2.0-34948863834
"Rajaram S., Petrovic N., Dagli C.K., Huang T.S.",Diverse active ranking for multimedia search,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270489,,,,,10.1109/CVPR.2007.383491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948830622&doi=10.1109%2fCVPR.2007.383491&partnerID=40&md5=d855e1a6c8c093b57e269529cc1ab78f,"Hewlett-Packard Labs, 1501 Page Mill Rd., Palo Alto, CA 94304; Google, Inc., 76 9th Avenue, New York, NY 10011; Beckman Institute, University of Illinois, Urbana, IL 61801","Rajaram, S., Hewlett-Packard Labs, 1501 Page Mill Rd., Palo Alto, CA 94304; Petrovic, N., Google, Inc., 76 9th Avenue, New York, NY 10011; Dagli, C.K., Beckman Institute, University of Illinois, Urbana, IL 61801; Huang, T.S., Beckman Institute, University of Illinois, Urbana, IL 61801",Conference Paper,Scopus,2-s2.0-34948830622
"Jiyan P., Bo H.",Robust occlusion handling in object tracking,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270451,,,,,10.1109/CVPR.2007.383453,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948842416&doi=10.1109%2fCVPR.2007.383453&partnerID=40&md5=856dcde832573a9d0ef82f4cf1f0bbd4,"Fudan University, 220 Handan Rd., Shanghai 200433, China","Jiyan, P., Fudan University, 220 Handan Rd., Shanghai 200433, China; Bo, H., Fudan University, 220 Handan Rd., Shanghai 200433, China",Conference Paper,Scopus,2-s2.0-34948842416
"Xin L., Tan T.",Semi-supervised learning on semantic manifold for event analysis in dynamic scenes,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270507,,,,1,10.1109/CVPR.2007.383509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948890979&doi=10.1109%2fCVPR.2007.383509&partnerID=40&md5=793722259f445ede42355dcf9d31e9ef,"National Laboratory or Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 100080, Beijing, China","Xin, L., National Laboratory or Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 100080, Beijing, China; Tan, T., National Laboratory or Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 100080, Beijing, China",Conference Paper,Scopus,2-s2.0-34948890979
"Lasserre J., Kannan A., Winn J.",Hybrid learning of large jigsaws,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270125,,,,,10.1109/CVPR.2007.383100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948878107&doi=10.1109%2fCVPR.2007.383100&partnerID=40&md5=f11163a1a40d49b2700bad26dc5d687a,"Department of Engineering, University of Cambridge, United Kingdom; Microsoft Research, Cambridge, United Kingdom","Lasserre, J., Department of Engineering, University of Cambridge, United Kingdom; Kannan, A., Microsoft Research, Cambridge, United Kingdom; Winn, J., Microsoft Research, Cambridge, United Kingdom",Conference Paper,Scopus,2-s2.0-34948878107
"Dollár P., Tu Z., Tao H., Belongie S.",Feature mining for image classification,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270071,,,,6,10.1109/CVPR.2007.383046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948852777&doi=10.1109%2fCVPR.2007.383046&partnerID=40&md5=0393bd7fb2131488838a5dfa5bafb684,"Computer Science and Engineering, University of California, San Diego; Lab of Neuro Imaging, University of California, Los Angeles; Computer Engineering, University of California, Santa Cruz","Dollár, P., Computer Science and Engineering, University of California, San Diego; Tu, Z., Lab of Neuro Imaging, University of California, Los Angeles; Tao, H., Computer Engineering, University of California, Santa Cruz; Belongie, S., Computer Science and Engineering, University of California, San Diego",Conference Paper,Scopus,2-s2.0-34948852777
"Romdhani S., Vetter T.",3D probabilistic feature point model for object detection and recognition,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270309,,,,2,10.1109/CVPR.2007.383284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948848099&doi=10.1109%2fCVPR.2007.383284&partnerID=40&md5=0e100614e5e4588b9c0a7a23c1d1473f,"University of Basel, Computer Science Department, Bernoullistrasse 16, CH - 4056 Basel, Switzerland","Romdhani, S., University of Basel, Computer Science Department, Bernoullistrasse 16, CH - 4056 Basel, Switzerland; Vetter, T., University of Basel, Computer Science Department, Bernoullistrasse 16, CH - 4056 Basel, Switzerland",Conference Paper,Scopus,2-s2.0-34948848099
"Liu T., Sun J., Zheng N.-N., Tang X., Shum H.-Y.",Learning to detect a salient object,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270072,,,,185,10.1109/CVPR.2007.383047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948869862&doi=10.1109%2fCVPR.2007.383047&partnerID=40&md5=6b67618b82b076f35416215085c9999b,"Xi'an Jiaotong University, Xi'an, China; Microsoft Research Asia, Beijing, China","Liu, T., Xi'an Jiaotong University, Xi'an, China; Sun, J., Microsoft Research Asia, Beijing, China; Zheng, N.-N., Xi'an Jiaotong University, Xi'an, China; Tang, X., Microsoft Research Asia, Beijing, China; Shum, H.-Y., Microsoft Research Asia, Beijing, China",Conference Paper,Scopus,2-s2.0-34948869862
"Perriollat M., Bartoli A.",A quasi-minimal model for paper-like surfaces,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270354,,,,1,10.1109/CVPR.2007.383356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948875772&doi=10.1109%2fCVPR.2007.383356&partnerID=40&md5=9784758258fdbb49566bed8324df675c,"LASMEA, CNRS, UBP, Clermont-Ferrand, France; LASMEA-CNRS, UBP, Clermont-Ferrand, France","Perriollat, M., LASMEA, CNRS, UBP, Clermont-Ferrand, France; Bartoli, A., LASMEA-CNRS, UBP, Clermont-Ferrand, France",Conference Paper,Scopus,2-s2.0-34948875772
"Anguelov D., Lee K.-C., Gökturk S.B., Sumengen B.",Contextual identity recognition in personal photo albums,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270082,,,,4,10.1109/CVPR.2007.383057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948816161&doi=10.1109%2fCVPR.2007.383057&partnerID=40&md5=52c282fc9dd166395f2caf98a11b057e,"Riya Inc., 3 Waters Park Drive, San Mateo, CA 94305; DigitalPersona Inc.","Anguelov, D., Riya Inc., 3 Waters Park Drive, San Mateo, CA 94305; Lee, K.-C., Riya Inc., 3 Waters Park Drive, San Mateo, CA 94305, DigitalPersona Inc.; Gökturk, S.B., Riya Inc., 3 Waters Park Drive, San Mateo, CA 94305; Sumengen, B., Riya Inc., 3 Waters Park Drive, San Mateo, CA 94305",Conference Paper,Scopus,2-s2.0-34948816161
"Zhang, Huang K., Tan T., Wang L.",Trajectory series analysis based event rule induction for visual surveillance,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270101,,,,1,10.1109/CVPR.2007.383076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948835719&doi=10.1109%2fCVPR.2007.383076&partnerID=40&md5=23aff97f1e5dd7c8d08cad800d508cbb,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, 100080, China","Zhang, National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, 100080, China; Huang, K., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, 100080, China; Tan, T., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, 100080, China; Wang, L., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, 100080, China",Conference Paper,Scopus,2-s2.0-34948835719
"Lin Y., Meer P., Foran D.J.",Multiple class segmentation using a unified framework over mean-shift patches,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270254,,,,2,10.1109/CVPR.2007.383229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948817675&doi=10.1109%2fCVPR.2007.383229&partnerID=40&md5=6726e27cfccca2e07083011e5577fba9,"ECE Department, Rutgers University, Piscataway, NJ 08854; Center for Biomedical Imaging and Informatics, Cancer Institute of New Jersey, UMDNJ-Robert Wood Johnson Medical School, Piscataway, NJ 08854","Lin, Y., ECE Department, Rutgers University, Piscataway, NJ 08854, Center for Biomedical Imaging and Informatics, Cancer Institute of New Jersey, UMDNJ-Robert Wood Johnson Medical School, Piscataway, NJ 08854; Meer, P., ECE Department, Rutgers University, Piscataway, NJ 08854; Foran, D.J., Center for Biomedical Imaging and Informatics, Cancer Institute of New Jersey, UMDNJ-Robert Wood Johnson Medical School, Piscataway, NJ 08854",Conference Paper,Scopus,2-s2.0-34948817675
"Subbarao R., Meer P.",Discontinuity preserving filtering over analytic manifolds,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270022,,,,1,10.1109/CVPR.2007.382997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948865240&doi=10.1109%2fCVPR.2007.382997&partnerID=40&md5=d31964fcb4c1bfe65c980d826c61bf47,"Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ 08854, United States","Subbarao, R., Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ 08854, United States; Meer, P., Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ 08854, United States",Conference Paper,Scopus,2-s2.0-34948865240
"Matsushita Y., Lin S.",A probabilistic intensity similarity measure based on noise distributions,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270030,,,,1,10.1109/CVPR.2007.383005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948861721&doi=10.1109%2fCVPR.2007.383005&partnerID=40&md5=9937e717b611a448b4e753f838715049,"Microsoft Research Asia, Beijing, 100080, China","Matsushita, Y., Microsoft Research Asia, Beijing, 100080, China; Lin, S., Microsoft Research Asia, Beijing, 100080, China",Conference Paper,Scopus,2-s2.0-34948861721
"Arora H., Loeff N., Forsyth D.A., Ahuja N.",Unsupervised segmentation of objects using efficient learning,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270036,,,,,10.1109/CVPR.2007.383011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948875827&doi=10.1109%2fCVPR.2007.383011&partnerID=40&md5=89c8dd07392209e42f8dfa08681cdcb6,"University of Illinois at Urbana-Champaign, Urbana, IL 61801","Arora, H., University of Illinois at Urbana-Champaign, Urbana, IL 61801; Loeff, N., University of Illinois at Urbana-Champaign, Urbana, IL 61801; Forsyth, D.A., University of Illinois at Urbana-Champaign, Urbana, IL 61801; Ahuja, N., University of Illinois at Urbana-Champaign, Urbana, IL 61801",Conference Paper,Scopus,2-s2.0-34948875827
"Chu S.M., Huang T.S.",Audio-visual speech fusion using coupled hidden Markov models,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270522,,,,,10.1109/CVPR.2007.383524,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948817156&doi=10.1109%2fCVPR.2007.383524&partnerID=40&md5=c2796cff76a0eb8e7d690090a67d60fe,"IBM T. J. Watson Research Center, 1101 Kitchawan Road, NY 10598; Beckman Institute, Department of ECE, University of Illinois, Urbana-Champaign","Chu, S.M., IBM T. J. Watson Research Center, 1101 Kitchawan Road, NY 10598; Huang, T.S., Beckman Institute, Department of ECE, University of Illinois, Urbana-Champaign",Conference Paper,Scopus,2-s2.0-34948817156
"Yi L., Jacobs D.W.",Efficiently determining silhouette consistency,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270186,,,,,10.1109/CVPR.2007.383161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948895568&doi=10.1109%2fCVPR.2007.383161&partnerID=40&md5=ed03d23b64fcd189fb35854bba9d72ae,"Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742","Yi, L., Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742; Jacobs, D.W., Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742",Conference Paper,Scopus,2-s2.0-34948895568
"Nasu O., Hiura S., Sato K.",Analysis of light transport based on the separation of direct and indirect components,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270472,,,,,10.1109/CVPR.2007.383474,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948854258&doi=10.1109%2fCVPR.2007.383474&partnerID=40&md5=3b6c60632f619cce1699ac5c9582ae2e,"Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka 560-8531, Japan","Nasu, O., Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka 560-8531, Japan; Hiura, S., Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka 560-8531, Japan; Sato, K., Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka 560-8531, Japan",Conference Paper,Scopus,2-s2.0-34948854258
"Munkelt C., Schmidt I., Bräuer-Burchardt C., Kühmstedt P., Notni G.",Cordless portable multi-view fringe projection system for 3D reconstruction,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270473,,,,,10.1109/CVPR.2007.383475,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948834145&doi=10.1109%2fCVPR.2007.383475&partnerID=40&md5=24953ca58a46d3782a04904c35dd4785,"Fraunhofer-Institute for Applied Optics and Precision Engineering, IOF Jena, Albert-Einstein-Straße 7, 07745 Jena, Germany","Munkelt, C., Fraunhofer-Institute for Applied Optics and Precision Engineering, IOF Jena, Albert-Einstein-Straße 7, 07745 Jena, Germany; Schmidt, I., Fraunhofer-Institute for Applied Optics and Precision Engineering, IOF Jena, Albert-Einstein-Straße 7, 07745 Jena, Germany; Bräuer-Burchardt, C., Fraunhofer-Institute for Applied Optics and Precision Engineering, IOF Jena, Albert-Einstein-Straße 7, 07745 Jena, Germany; Kühmstedt, P., Fraunhofer-Institute for Applied Optics and Precision Engineering, IOF Jena, Albert-Einstein-Straße 7, 07745 Jena, Germany; Notni, G., Fraunhofer-Institute for Applied Optics and Precision Engineering, IOF Jena, Albert-Einstein-Straße 7, 07745 Jena, Germany",Conference Paper,Scopus,2-s2.0-34948834145
"Zhu G., Zheng Y., Doermann D., Jaeger S.",Multi-scale structural saliency for signature detection,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270280,,,,,10.1109/CVPR.2007.383255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948816131&doi=10.1109%2fCVPR.2007.383255&partnerID=40&md5=18122acf5637ca05ceea3e819444dec3,"Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742; Siemens Corporate Research, 755 College Road East, Princeton, NJ 08540","Zhu, G., Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742; Zheng, Y., Siemens Corporate Research, 755 College Road East, Princeton, NJ 08540; Doermann, D., Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742; Jaeger, S., Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742",Conference Paper,Scopus,2-s2.0-34948816131
"Li Y., Tan T.-S., Volkau H., Nowinski W.L.",Model-guided segmentation of 3D neuroradiological image using statistical surface wavelet model,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270057,,,,,10.1109/CVPR.2007.383032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948817217&doi=10.1109%2fCVPR.2007.383032&partnerID=40&md5=4decfeaee029adebf1d21cc7ea4f3bfd,"Department of Computer Science, National University of Singapore; Biomedical Imaging Lab., Singapore Bioimaging Consortium","Li, Y., Department of Computer Science, National University of Singapore; Tan, T.-S., Department of Computer Science, National University of Singapore; Volkau, H., Biomedical Imaging Lab., Singapore Bioimaging Consortium; Nowinski, W.L., Biomedical Imaging Lab., Singapore Bioimaging Consortium",Conference Paper,Scopus,2-s2.0-34948817217
"Lenz R., Carmona P.L., Meer P.",The hyperbolic geometry of illumination-induced chromaticity changes,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270237,,,,,10.1109/CVPR.2007.383212,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948848123&doi=10.1109%2fCVPR.2007.383212&partnerID=40&md5=9f549884a2b01e1865a8ea06d9db067c,"Dept. Science and Technology, Linköping University, Norrköping, Sweden; Comp. Languages and Systems, Jaume I University, Castellón, Spain; Electrical and Computer Eng., Rutgers University, Piscataway, United States","Lenz, R., Dept. Science and Technology, Linköping University, Norrköping, Sweden; Carmona, P.L., Comp. Languages and Systems, Jaume I University, Castellón, Spain; Meer, P., Electrical and Computer Eng., Rutgers University, Piscataway, United States",Conference Paper,Scopus,2-s2.0-34948848123
"Tung T., Schmitt F., Matsuyama T.",Topology matching for 3D video compression,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270319,,,,,10.1109/CVPR.2007.383294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948836227&doi=10.1109%2fCVPR.2007.383294&partnerID=40&md5=bf68689695b6c838dba53607af9bf60a,"Telecom Paris, CNRS UMR 5141, France; Graduate School of Informatics, Kyoto University, Japan","Tung, T., Telecom Paris, CNRS UMR 5141, France; Schmitt, F., Telecom Paris, CNRS UMR 5141, France; Matsuyama, T., Graduate School of Informatics, Kyoto University, Japan",Conference Paper,Scopus,2-s2.0-34948836227
"Deselaers T., Criminisi A., Winn J., Agarwal A.",Incorporating on-demand stereo for real time recognition,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270161,,,,,10.1109/CVPR.2007.383136,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948878623&doi=10.1109%2fCVPR.2007.383136&partnerID=40&md5=94521b21851a15cda3d24136c1417ee7,"Microsoft Research Ltd., Cambridge, United Kingdom; Human Language Technology and Pattern Recognition, RWTH Aachen University, Germany","Deselaers, T., Microsoft Research Ltd., Cambridge, United Kingdom, Human Language Technology and Pattern Recognition, RWTH Aachen University, Germany; Criminisi, A., Microsoft Research Ltd., Cambridge, United Kingdom; Winn, J., Microsoft Research Ltd., Cambridge, United Kingdom; Agarwal, A., Microsoft Research Ltd., Cambridge, United Kingdom",Conference Paper,Scopus,2-s2.0-34948878623
"Beder C., Bartczak B., Koch R.",A comparison of PMD-cameras and stereo-vision for the task of surface reconstruction using patchlets,2007,Proceedings of the IEEE Computer Society Conference on Computer  Vision and Pattern Recognition,,,4270346,,,,2,10.1109/CVPR.2007.383348,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948865731&doi=10.1109%2fCVPR.2007.383348&partnerID=40&md5=1477c4ba0c1e8026b931898002b7a889,"Computer Science Department, Universiy of Kiel, Hermann-Rodewald-Str.3, 24118 Kiel, Germany","Beder, C., Computer Science Department, Universiy of Kiel, Hermann-Rodewald-Str.3, 24118 Kiel, Germany; Bartczak, B., Computer Science Department, Universiy of Kiel, Hermann-Rodewald-Str.3, 24118 Kiel, Germany; Koch, R., Computer Science Department, Universiy of Kiel, Hermann-Rodewald-Str.3, 24118 Kiel, Germany",Conference Paper,Scopus,2-s2.0-34948865731
"Gallagher A.C., Chen T.",Using group prior to identify people in consumer images,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270490,,,,1,10.1109/CVPR.2007.383492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948825356&doi=10.1109%2fCVPR.2007.383492&partnerID=40&md5=e25b64100e006fd12be8956a497b1769,"Carnegie Mellon University, Pittsburgh, PA","Gallagher, A.C., Carnegie Mellon University, Pittsburgh, PA; Chen, T., Carnegie Mellon University, Pittsburgh, PA",Conference Paper,Scopus,2-s2.0-34948825356
"Bissacco A., Yang M.-H., Soatto S.",Fast human pose estimation using appearance and motion via multi-dimensional boosting regression,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270154,,,,1,10.1109/CVPR.2007.383129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948844078&doi=10.1109%2fCVPR.2007.383129&partnerID=40&md5=fd9d76ddb4c773d2f9995e5ef921f440,"Google, Inc., 605 Arizona Avenue, Santa Monica, CA 90401; Honda Research Institute, 800 California Street, Mountain View, CA 94041; Computer Science Department, University of California, Los Angeles, Los Angeles, CA 90095","Bissacco, A., Google, Inc., 605 Arizona Avenue, Santa Monica, CA 90401; Yang, M.-H., Honda Research Institute, 800 California Street, Mountain View, CA 94041; Soatto, S., Computer Science Department, University of California, Los Angeles, Los Angeles, CA 90095",Conference Paper,Scopus,2-s2.0-34948844078
"Chu R., Liao S., Han Y., Sun Z., Li S.Z., Tan T.",Fusion of face and palmprint for personal identification based on ordinal features,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270520,,,,,10.1109/CVPR.2007.383522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948886674&doi=10.1109%2fCVPR.2007.383522&partnerID=40&md5=4783de84b9a38d90400c14dda3e9bcc4,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences","Chu, R., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences; Liao, S., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences; Han, Y., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences; Sun, Z., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences; Li, S.Z., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences; Tan, T., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Conference Paper,Scopus,2-s2.0-34948886674
"Seemann E., Fritz M., Schiele B.",Towards robust pedestrian detection in crowded image sequences,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270325,,,,1,10.1109/CVPR.2007.383300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948907324&doi=10.1109%2fCVPR.2007.383300&partnerID=40&md5=dab136c2c5fc252e4826d29f3e9c4050,"TU Darmstadt, Germany","Seemann, E., TU Darmstadt, Germany; Fritz, M., TU Darmstadt, Germany; Schiele, B., TU Darmstadt, Germany",Conference Paper,Scopus,2-s2.0-34948907324
"Fraundorfer F., Stewénius H., Nistér D.",A binning scheme for fast hard drive based image search,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270199,,,,2,10.1109/CVPR.2007.383174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948832088&doi=10.1109%2fCVPR.2007.383174&partnerID=40&md5=c579e2b8f078a98e19e4c14838062b1c,"Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky; Google Switzerland, Zürich; Microsoft Live Labs, Redmond","Fraundorfer, F., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky; Stewénius, H., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, Google Switzerland, Zürich; Nistér, D., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, Microsoft Live Labs, Redmond",Conference Paper,Scopus,2-s2.0-34948832088
"Li Y., Ai H., Yamashita T., Lao S., Kawade M.",Tracking in low frame rate video: A cascade particle filter with discriminative observers of different lifespans,2007,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,4270224,,,,5,10.1109/CVPR.2007.383199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948825409&doi=10.1109%2fCVPR.2007.383199&partnerID=40&md5=b4e0a3c26a60371080f773c1d90a1eb8,"Computer Science and Technology Dept., Tsinghua University, Beijing, China; Sensing and Control Technology Laboratory, Omron Corporation, Kyoto, Japan","Li, Y., Computer Science and Technology Dept., Tsinghua University, Beijing, China; Ai, H., Computer Science and Technology Dept., Tsinghua University, Beijing, China; Yamashita, T., Sensing and Control Technology Laboratory, Omron Corporation, Kyoto, Japan; Lao, S., Sensing and Control Technology Laboratory, Omron Corporation, Kyoto, Japan; Kawade, M., Sensing and Control Technology Laboratory, Omron Corporation, Kyoto, Japan",Conference Paper,Scopus,2-s2.0-34948825409
