Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Colaco A., Kirmani A., Howland G.A., Howell J.C., Goyal V.K.",Compressive depth map acquisition using a single photon-counting detector: Parametric signal processing meets sparsity,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247663,96,102,,14,10.1109/CVPR.2012.6247663,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866678028&doi=10.1109%2fCVPR.2012.6247663&partnerID=40&md5=651d407d3fc5510d8138cb8e1f1ad158,"Massachusetts Institute of Technology, United States; University of Rochester, United States","Colaco, A., Massachusetts Institute of Technology, United States; Kirmani, A., Massachusetts Institute of Technology, United States; Howland, G.A., University of Rochester, United States; Howell, J.C., University of Rochester, United States; Goyal, V.K., Massachusetts Institute of Technology, United States",Conference Paper,Scopus,2-s2.0-84866678028
"Jiang Y., Meng J., Yuan J.",Randomized visual phrases for object search,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248042,3100,3107,,39,10.1109/CVPR.2012.6248042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866648092&doi=10.1109%2fCVPR.2012.6248042&partnerID=40&md5=0096b2ecaebb50455ea8ac0fcf92e6a6,"School of EEE, Nanyang Technological University, Singapore, Singapore","Jiang, Y., School of EEE, Nanyang Technological University, Singapore, Singapore; Meng, J., School of EEE, Nanyang Technological University, Singapore, Singapore; Yuan, J., School of EEE, Nanyang Technological University, Singapore, Singapore",Conference Paper,Scopus,2-s2.0-84866648092
"Parkhi O.M., Vedaldi A., Zisserman A., Jawahar C.V.",Cats and dogs,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248092,3498,3505,,39,10.1109/CVPR.2012.6248092,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866674414&doi=10.1109%2fCVPR.2012.6248092&partnerID=40&md5=61eb5e6d317241314518968aa13ff074,"Department of Engineering Science, University of Oxford, United Kingdom; Center for Visual Information Technology, International Institute of Information Technology, Hyderabad, India","Parkhi, O.M., Department of Engineering Science, University of Oxford, United Kingdom, Center for Visual Information Technology, International Institute of Information Technology, Hyderabad, India; Vedaldi, A., Department of Engineering Science, University of Oxford, United Kingdom; Zisserman, A., Department of Engineering Science, University of Oxford, United Kingdom; Jawahar, C.V., Center for Visual Information Technology, International Institute of Information Technology, Hyderabad, India",Conference Paper,Scopus,2-s2.0-84866674414
"Vezhnevets A., Ferrari V., Buhmann J.M.",Weakly supervised structured output learning for semantic segmentation,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247757,845,852,,33,10.1109/CVPR.2012.6247757,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866684103&doi=10.1109%2fCVPR.2012.6247757&partnerID=40&md5=60495a1c37e1fb70e7fbf03627cff93a,"ETH Zurich, Zurich, Switzerland; University of Edinburgh, Edinburgh, United Kingdom","Vezhnevets, A., ETH Zurich, Zurich, Switzerland; Ferrari, V., University of Edinburgh, Edinburgh, United Kingdom; Buhmann, J.M., ETH Zurich, Zurich, Switzerland",Conference Paper,Scopus,2-s2.0-84866684103
"Huang H.-C., Chuang Y.-Y., Chen C.-S.",Affinity aggregation for spectral clustering,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247748,773,780,,31,10.1109/CVPR.2012.6247748,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866713490&doi=10.1109%2fCVPR.2012.6247748&partnerID=40&md5=3e25a2de7bb8a5a57c58db525181f031,"Dept. of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan; Institute of Information Science, Academia Sinica, Taipei, Taiwan; Graduate Institute of Networking and Multimedia, National Taiwan University, Taipei, Taiwan","Huang, H.-C., Dept. of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan, Institute of Information Science, Academia Sinica, Taipei, Taiwan; Chuang, Y.-Y., Dept. of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan, Graduate Institute of Networking and Multimedia, National Taiwan University, Taipei, Taiwan; Chen, C.-S., Institute of Information Science, Academia Sinica, Taipei, Taiwan, Graduate Institute of Networking and Multimedia, National Taiwan University, Taipei, Taiwan",Conference Paper,Scopus,2-s2.0-84866713490
"Unger M., Werlberger M., Pock T., Bischof H.",Joint motion estimation and segmentation of complex scenes with label costs and occlusion modeling,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247887,1878,1885,,11,10.1109/CVPR.2012.6247887,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866675418&doi=10.1109%2fCVPR.2012.6247887&partnerID=40&md5=5e9f28c13f948c62c2c6babb75a107a0,"Institute for Computer Graphics and Vision, Graz University of Technology, Austria; Microsoft Photogrammetry, Austria","Unger, M., Institute for Computer Graphics and Vision, Graz University of Technology, Austria, Microsoft Photogrammetry, Austria; Werlberger, M., Institute for Computer Graphics and Vision, Graz University of Technology, Austria; Pock, T., Institute for Computer Graphics and Vision, Graz University of Technology, Austria; Bischof, H., Institute for Computer Graphics and Vision, Graz University of Technology, Austria",Conference Paper,Scopus,2-s2.0-84866675418
"Kovashka A., Parikh D., Grauman K.",WhittleSearch: Image search with relative attribute feedback,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248026,2973,2980,,46,10.1109/CVPR.2012.6248026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866726804&doi=10.1109%2fCVPR.2012.6248026&partnerID=40&md5=76c165605fc50fb2b07e7bd4997c99e9,"University of Texas at Austin, United States; Toyota Technological Institute Chicago (TTIC), United States","Kovashka, A., University of Texas at Austin, United States; Parikh, D., Toyota Technological Institute Chicago (TTIC), United States; Grauman, K., University of Texas at Austin, United States",Conference Paper,Scopus,2-s2.0-84866726804
"Cho M., Lee K.M.",Mode-seeking on graphs via random walks,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247727,606,613,,4,10.1109/CVPR.2012.6247727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866716490&doi=10.1109%2fCVPR.2012.6247727&partnerID=40&md5=555bd9d06c8c8b66f6834ced36b7ca8c,"Dept. of EECS, ASRI, Seoul National University, South Korea","Cho, M., Dept. of EECS, ASRI, Seoul National University, South Korea; Lee, K.M., Dept. of EECS, ASRI, Seoul National University, South Korea",Conference Paper,Scopus,2-s2.0-84866716490
Gould S.,Multiclass pixel labeling with non-local matching constraints,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248002,2783,2790,,10,10.1109/CVPR.2012.6248002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866689521&doi=10.1109%2fCVPR.2012.6248002&partnerID=40&md5=cf653829549b2fd78a2875f297d3064b,"Research School of Computer Science, Australian National University, Australia","Gould, S., Research School of Computer Science, Australian National University, Australia",Conference Paper,Scopus,2-s2.0-84866689521
"Bartoli A., Gerard Y., Chadebecq F., Collins T.","On template-based reconstruction from a single view: Analytical solutions and proofs of well-posedness for developable, isometric and conformal surfaces",2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247906,2026,2033,,8,10.1109/CVPR.2012.6247906,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866680151&doi=10.1109%2fCVPR.2012.6247906&partnerID=40&md5=03c5c486122a39f82a00f5538b351510,"ISIT, UMR6284 CNRS, Université d'Auvergne, Clermont-Ferrand, France","Bartoli, A., ISIT, UMR6284 CNRS, Université d'Auvergne, Clermont-Ferrand, France; Gerard, Y., ISIT, UMR6284 CNRS, Université d'Auvergne, Clermont-Ferrand, France; Chadebecq, F., ISIT, UMR6284 CNRS, Université d'Auvergne, Clermont-Ferrand, France; Collins, T., ISIT, UMR6284 CNRS, Université d'Auvergne, Clermont-Ferrand, France",Conference Paper,Scopus,2-s2.0-84866680151
"Jiang N., Tan P., Cheong L.-F.",Seeing double without confusion: Structure-from-motion in highly ambiguous scenes,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247834,1458,1465,,8,10.1109/CVPR.2012.6247834,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866712343&doi=10.1109%2fCVPR.2012.6247834&partnerID=40&md5=257a84db84e52c571b6cabd00c5f986c,"National University of Singapore, Singapore","Jiang, N., National University of Singapore, Singapore; Tan, P., National University of Singapore, Singapore; Cheong, L.-F., National University of Singapore, Singapore",Conference Paper,Scopus,2-s2.0-84866712343
"Xu Y., Quan Y., Zhang Z., Ji H., Fermuller C., Nishigaki M., Dementhon D.",Contour-based recognition,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248080,3402,3409,,10,10.1109/CVPR.2012.6248080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866687346&doi=10.1109%2fCVPR.2012.6248080&partnerID=40&md5=59706bfd8a4fd0262937b653746996f2,"School of Computer Science and Engineering, South China Univ. of Tech., Guangzhou 510006, China; Department of Mathematics, National University of Singapore, Singapore 117542, Singapore; Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742, United States; Applied Physics Lab, Johns Hopkins University, Baltimore, MD 20723-6099, United States","Xu, Y., School of Computer Science and Engineering, South China Univ. of Tech., Guangzhou 510006, China; Quan, Y., School of Computer Science and Engineering, South China Univ. of Tech., Guangzhou 510006, China; Zhang, Z., School of Computer Science and Engineering, South China Univ. of Tech., Guangzhou 510006, China; Ji, H., Department of Mathematics, National University of Singapore, Singapore 117542, Singapore; Fermuller, C., Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742, United States; Nishigaki, M., Institute for Advanced Computer Studies, University of Maryland, College Park, MD 20742, United States; Dementhon, D., Applied Physics Lab, Johns Hopkins University, Baltimore, MD 20723-6099, United States",Conference Paper,Scopus,2-s2.0-84866687346
"Li C., Parikh D., Chen T.",Automatic discovery of groups of objects for scene understanding,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247996,2735,2742,,13,10.1109/CVPR.2012.6247996,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866635691&doi=10.1109%2fCVPR.2012.6247996&partnerID=40&md5=56cd1f84b291641e975f92a9d00f4551,"Cornell University, United States; Toyota Technological Institute (Chicago), United States","Li, C., Cornell University, United States; Parikh, D., Toyota Technological Institute (Chicago), United States; Chen, T., Cornell University, United States",Conference Paper,Scopus,2-s2.0-84866635691
"Parisot S., Duffau H., Chemouny S., Paragios N.","Graph-based detection, segmentation & characterization of brain tumors",2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247775,988,995,,9,10.1109/CVPR.2012.6247775,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866708703&doi=10.1109%2fCVPR.2012.6247775&partnerID=40&md5=e99d7cb70d24eb5b685e638db637dc38,"Center for Visual Computing, Ecole Centrale de Paris, France; Equipe Galen, INRIA Saclay, Ile-de-France, France; Universite Paris-Est, LIGM (UMR CNRS), Ecole des Ponts ParisTech, France; Intrasense SAS, Montpellier, France; Département de Neurochirurgie, Hopital Gui de Chauliac, CHU Montpellier, France","Parisot, S., Center for Visual Computing, Ecole Centrale de Paris, France, Equipe Galen, INRIA Saclay, Ile-de-France, France, Intrasense SAS, Montpellier, France; Duffau, H., Département de Neurochirurgie, Hopital Gui de Chauliac, CHU Montpellier, France; Chemouny, S., Intrasense SAS, Montpellier, France; Paragios, N., Center for Visual Computing, Ecole Centrale de Paris, France, Equipe Galen, INRIA Saclay, Ile-de-France, France, Universite Paris-Est, LIGM (UMR CNRS), Ecole des Ponts ParisTech, France",Conference Paper,Scopus,2-s2.0-84866708703
"Cai Y., Baciu G.",Higher level segmentation: Detecting and grouping of invariant repetitive patterns,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247738,694,701,,3,10.1109/CVPR.2012.6247738,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866689461&doi=10.1109%2fCVPR.2012.6247738&partnerID=40&md5=72aa4539cce4962ce73713d849b17317,"GAMA Lab, Department of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong","Cai, Y., GAMA Lab, Department of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong; Baciu, G., GAMA Lab, Department of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong",Conference Paper,Scopus,2-s2.0-84866689461
"Strekalovskiy E., Chambolle A., Cremers D.",A convex representation for the vectorial Mumford-Shah functional,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247866,1712,1719,,10,10.1109/CVPR.2012.6247866,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866679302&doi=10.1109%2fCVPR.2012.6247866&partnerID=40&md5=c2273c889c4e23aedb2235937b766fbd,"Technical University Munich, Germany; Ecole Polytechnique, Paris, France","Strekalovskiy, E., Technical University Munich, Germany, Ecole Polytechnique, Paris, France; Chambolle, A., Ecole Polytechnique, Paris, France; Cremers, D., Technical University Munich, Germany",Conference Paper,Scopus,2-s2.0-84866679302
"Park D.W., Kwon J., Lee K.M.",Robust visual tracking using autoregressive hidden Markov Model,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247898,1964,1971,,19,10.1109/CVPR.2012.6247898,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866635845&doi=10.1109%2fCVPR.2012.6247898&partnerID=40&md5=3fb8e2c8c3ab96b70b5bc1d43ab2f1aa,"Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea","Park, D.W., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea; Kwon, J., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea; Lee, K.M., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea",Conference Paper,Scopus,2-s2.0-84866635845
"Li B., Camps O.I., Sznaier M.",Cross-view activity recognition using Hankelets,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247822,1362,1369,,26,10.1109/CVPR.2012.6247822,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866645714&doi=10.1109%2fCVPR.2012.6247822&partnerID=40&md5=9b749da827ae50abea4833dc1b887af0,"Dept. of Electrical and Computer Engineering, Northeastern University, Boston, MA 02115, United States","Li, B., Dept. of Electrical and Computer Engineering, Northeastern University, Boston, MA 02115, United States; Camps, O.I., Dept. of Electrical and Computer Engineering, Northeastern University, Boston, MA 02115, United States; Sznaier, M., Dept. of Electrical and Computer Engineering, Northeastern University, Boston, MA 02115, United States",Conference Paper,Scopus,2-s2.0-84866645714
"Von Hundelshausen F., Sukthankar R.",D-Nets: Beyond patch-based image descriptors,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248022,2941,2948,,7,10.1109/CVPR.2012.6248022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866677858&doi=10.1109%2fCVPR.2012.6248022&partnerID=40&md5=5b52665feed6774ea04ef437755db4f5,"Institute for Autonomous Systems Technology (TAS), University of the Bundeswehr Munich, Germany; Google Research, Robotics Institute, Carnegie Mellon University, United States","Von Hundelshausen, F., Institute for Autonomous Systems Technology (TAS), University of the Bundeswehr Munich, Germany; Sukthankar, R., Google Research, Robotics Institute, Carnegie Mellon University, United States",Conference Paper,Scopus,2-s2.0-84866677858
"Cao X., Wei Y., Wen F., Sun J.",Face alignment by Explicit Shape Regression,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248015,2887,2894,,130,10.1109/CVPR.2012.6248015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866676279&doi=10.1109%2fCVPR.2012.6248015&partnerID=40&md5=d9cdbd1dc0b1f7f17c07a266b82c061b,"Microsoft Research Asia, China","Cao, X., Microsoft Research Asia, China; Wei, Y., Microsoft Research Asia, China; Wen, F., Microsoft Research Asia, China; Sun, J., Microsoft Research Asia, China",Conference Paper,Scopus,2-s2.0-84866676279
"Saberian M.J., Vasconcelos N.",Boosting algorithms for simultaneous feature extraction and selection,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247959,2448,2455,,2,10.1109/CVPR.2012.6247959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866652996&doi=10.1109%2fCVPR.2012.6247959&partnerID=40&md5=eeed2f38b44a49dcc3fbf6f8a4b452c2,"Department of Electrical and Computer Engineering, University of California, San Diego, United States","Saberian, M.J., Department of Electrical and Computer Engineering, University of California, San Diego, United States; Vasconcelos, N., Department of Electrical and Computer Engineering, University of California, San Diego, United States",Conference Paper,Scopus,2-s2.0-84866652996
"Shu G., Dehghan A., Oreifej O., Hand E., Shah M.",Part-based multiple-person tracking with partial occlusion handling,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247879,1815,1821,,83,10.1109/CVPR.2012.6247879,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866648554&doi=10.1109%2fCVPR.2012.6247879&partnerID=40&md5=8d1d4506646024c1187b2ed6b88ee1a8,"Computer Vision Lab, University of Central Florida, United States; Computer Vision Lab, University of Nevada, Reno, United States","Shu, G., Computer Vision Lab, University of Central Florida, United States; Dehghan, A., Computer Vision Lab, University of Central Florida, United States; Oreifej, O., Computer Vision Lab, University of Central Florida, United States; Hand, E., Computer Vision Lab, University of Nevada, Reno, United States; Shah, M., Computer Vision Lab, University of Central Florida, United States",Conference Paper,Scopus,2-s2.0-84866648554
"Luo P., Wang X., Tang X.",Hierarchical face parsing via deep learning,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247963,2480,2487,,40,10.1109/CVPR.2012.6247963,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866665255&doi=10.1109%2fCVPR.2012.6247963&partnerID=40&md5=5ae02ec847fec12f422b336be9db8542,"Department of Information Engineering, Chinese University of Hong Kong, China; Department of Electronic Engineering, Chinese University of Hong Kong, Hong Kong; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciencesc, China","Luo, P., Department of Information Engineering, Chinese University of Hong Kong, China, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciencesc, China; Wang, X., Department of Electronic Engineering, Chinese University of Hong Kong, Hong Kong, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciencesc, China; Tang, X., Department of Information Engineering, Chinese University of Hong Kong, China, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciencesc, China",Conference Paper,Scopus,2-s2.0-84866665255
"Batra D., Saxena A.",Learning the right model: Efficient max-margin learning in Laplacian CRFs,2012,Proceedings of the IEEE Computer Society Conference on Computer  Vision and Pattern Recognition,,,6247920,2136,2143,,7,10.1109/CVPR.2012.6247920,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866691307&doi=10.1109%2fCVPR.2012.6247920&partnerID=40&md5=e8c2ce791ca63c3932f2d09bbab92008,"TTI-Chicago, United States; Cornell University, United States","Batra, D., TTI-Chicago, United States; Saxena, A., Cornell University, United States",Conference Paper,Scopus,2-s2.0-84866691307
"Yang M., Zhang L., Zhang D., Wang S.",Relaxed collaborative representation for pattern classification,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247931,2224,2231,,84,10.1109/CVPR.2012.6247931,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866709632&doi=10.1109%2fCVPR.2012.6247931&partnerID=40&md5=361e70a722463bea1821cd114ae6a940,"Depart. of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong","Yang, M., Depart. of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong; Zhang, L., Depart. of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong; Zhang, D., Depart. of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong; Wang, S., Depart. of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong",Conference Paper,Scopus,2-s2.0-84866709632
