Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Xie Y., Ho J., Vemuri B.C.",Image atlas construction via intrinsic averaging on the manifold of images,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540035,2933,2939,,7,10.1109/CVPR.2010.5540035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955988106&doi=10.1109%2fCVPR.2010.5540035&partnerID=40&md5=36aa82816f4b7ab1db1ed70eda117cfc,"Department of Computer and Information Sciences and Engineering, University of Florida, United States","Xie, Y., Department of Computer and Information Sciences and Engineering, University of Florida, United States; Ho, J., Department of Computer and Information Sciences and Engineering, University of Florida, United States; Vemuri, B.C., Department of Computer and Information Sciences and Engineering, University of Florida, United States",Conference Paper,Scopus,2-s2.0-77955988106
"Cho M., Shin Y.M., Lee K.M.",Unsupervised detection and segmentation of identical objects,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539777,1617,1624,,16,10.1109/CVPR.2010.5539777,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955994423&doi=10.1109%2fCVPR.2010.5539777&partnerID=40&md5=4a48bac31570e42a76dc585801347f85,"Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea","Cho, M., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea; Shin, Y.M., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea; Lee, K.M., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea",Conference Paper,Scopus,2-s2.0-77955994423
"Li F., Carreira J., Sminchisescu C.",Object recognition as ranking holistic figure-ground hypotheses,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539839,1712,1719,,31,10.1109/CVPR.2010.5539839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955990360&doi=10.1109%2fCVPR.2010.5539839&partnerID=40&md5=0b1ad9df4eca8870ea6e3647bf5ed194,"Institute for Numerical Simulation, Faculty of Mathematics and Natural Sciences, University of Bonn, Germany","Li, F., Institute for Numerical Simulation, Faculty of Mathematics and Natural Sciences, University of Bonn, Germany; Carreira, J., Institute for Numerical Simulation, Faculty of Mathematics and Natural Sciences, University of Bonn, Germany; Sminchisescu, C., Institute for Numerical Simulation, Faculty of Mathematics and Natural Sciences, University of Bonn, Germany",Conference Paper,Scopus,2-s2.0-77955990360
"Li M., Kwok J.T., Lu B.-L.",Online multiple instance learning with no regret,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539805,1395,1401,,10,10.1109/CVPR.2010.5539805,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956000898&doi=10.1109%2fCVPR.2010.5539805&partnerID=40&md5=5e1b74a0db19c3eca732254aed5a564f,"Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai 200240, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, Hong Kong; MOE-Microsoft Key Laboratory for Intelligent Computing and Intelligent Systems, Shanghai Jiao Tong University, Shanghai 200240, China","Li, M., Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai 200240, China, Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Kwok, J.T., Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Lu, B.-L., Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai 200240, China, MOE-Microsoft Key Laboratory for Intelligent Computing and Intelligent Systems, Shanghai Jiao Tong University, Shanghai 200240, China",Conference Paper,Scopus,2-s2.0-77956000898
"Siddiquie B., Gupta A.",Beyond active noun tagging: Modeling contextual interactions for multi-class active learning,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540044,2979,2986,,11,10.1109/CVPR.2010.5540044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955986969&doi=10.1109%2fCVPR.2010.5540044&partnerID=40&md5=47a7ba1c3a36c028df5bfdc19548bfc0,"Department of Computer Science, University of Maryland, College Park, MD, United States; Robotics Institute, Carnegie Mellon University, United States","Siddiquie, B., Department of Computer Science, University of Maryland, College Park, MD, United States; Gupta, A., Robotics Institute, Carnegie Mellon University, United States",Conference Paper,Scopus,2-s2.0-77955986969
"Zhuo S., Guo D., Sim T.",Robust flash deblurring,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539941,2440,2447,,29,10.1109/CVPR.2010.5539941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955993282&doi=10.1109%2fCVPR.2010.5539941&partnerID=40&md5=a1ca2fb3c6ffc25c56736f10ba4454bf,"School of Computing, National University of Singapore, 117417, Singapore","Zhuo, S., School of Computing, National University of Singapore, 117417, Singapore; Guo, D., School of Computing, National University of Singapore, 117417, Singapore; Sim, T., School of Computing, National University of Singapore, 117417, Singapore",Conference Paper,Scopus,2-s2.0-77955993282
"Chu X., Yan S., Li Y., Chan K.L., Huang T.S.",Spatialized epitome and its applications,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540196,311,318,,5,10.1109/CVPR.2010.5540196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956002825&doi=10.1109%2fCVPR.2010.5540196&partnerID=40&md5=58ea0500acc42a86c0bc55c1d7073776,"Institute for Infocomm Research, National University of Singapore, Singapore; Department of ECE, National University of Singapore, Singapore; Nanyang Technological University, Singapore; ECE Department, University of Illinois, Urbana-Champaign, IL, United States","Chu, X., Institute for Infocomm Research, National University of Singapore, Singapore, ECE Department, University of Illinois, Urbana-Champaign, IL, United States; Yan, S., Department of ECE, National University of Singapore, Singapore; Li, Y., Institute for Infocomm Research, National University of Singapore, Singapore; Chan, K.L., Nanyang Technological University, Singapore; Huang, T.S., ECE Department, University of Illinois, Urbana-Champaign, IL, United States",Conference Paper,Scopus,2-s2.0-77956002825
"Kusakunniran W., Wu Q., Zhang J., Li H.",Support vector regression for multi-view gait recognition based on local motion feature selection,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540113,974,981,,46,10.1109/CVPR.2010.5540113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955998280&doi=10.1109%2fCVPR.2010.5540113&partnerID=40&md5=a78d1000ea451e7aca637cea666cdfb0,"School of Computer Science and Engineering, University of New South Wales, Australia; School of Computing and Communications, University of Technology Sydney, Australia; Research School of Information Sciences and Engineering, Australian National University, Australia; National ICT Australia-NICTA, Australia","Kusakunniran, W., School of Computer Science and Engineering, University of New South Wales, Australia, National ICT Australia-NICTA, Australia; Wu, Q., School of Computing and Communications, University of Technology Sydney, Australia; Zhang, J., School of Computer Science and Engineering, University of New South Wales, Australia, National ICT Australia-NICTA, Australia; Li, H., Research School of Information Sciences and Engineering, Australian National University, Australia, National ICT Australia-NICTA, Australia",Conference Paper,Scopus,2-s2.0-77955998280
"Kalal Z., Matas J., Mikolajczyk K.",P-N learning: Bootstrapping binary classifiers by structural constraints,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540231,49,56,,441,10.1109/CVPR.2010.5540231,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956005443&doi=10.1109%2fCVPR.2010.5540231&partnerID=40&md5=883e2854b3e89f528263b60b0a0fd9dd,"University of Surrey, Guildford, United Kingdom; Czech Technical University, Prague, Czech Republic","Kalal, Z., University of Surrey, Guildford, United Kingdom; Matas, J., Czech Technical University, Prague, Czech Republic; Mikolajczyk, K., University of Surrey, Guildford, United Kingdom",Conference Paper,Scopus,2-s2.0-77956005443
"Liu J., Liu Y.",Multi-target tracking of time-varying spatial patterns,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539855,1839,1846,,4,10.1109/CVPR.2010.5539855,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956000654&doi=10.1109%2fCVPR.2010.5539855&partnerID=40&md5=6650afe06bc8e8c90f933a7404af58fe,"Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA 16802, United States; Department of Electrical Engineering, Pennsylvania State University, University Park, PA 16802, United States","Liu, J., Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA 16802, United States; Liu, Y., Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA 16802, United States, Department of Electrical Engineering, Pennsylvania State University, University Park, PA 16802, United States",Conference Paper,Scopus,2-s2.0-77956000654
"Ihrke I., Wetzstein G., Heidrich W.",A theory of plenoptic multiplexing,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540174,483,490,,8,10.1109/CVPR.2010.5540174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955988493&doi=10.1109%2fCVPR.2010.5540174&partnerID=40&md5=d6ab91d94407d9fbb9ae4731b57f1c43,"University of British Columbia, Canada; Saarland University, Germany","Ihrke, I., University of British Columbia, Canada, Saarland University, Germany; Wetzstein, G., University of British Columbia, Canada; Heidrich, W., University of British Columbia, Canada",Conference Paper,Scopus,2-s2.0-77955988493
"Ashraf A.B., Lucey S., Chen T.",Fast image alignment in the fourier domain,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539948,2480,2487,,6,10.1109/CVPR.2010.5539948,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955986084&doi=10.1109%2fCVPR.2010.5539948&partnerID=40&md5=dede5b84fcb20f65f0785df3ee8efc04,"Carnegie Mellon University, United States; Commonwealth Science and Industrial Research Organisation (CSIRO), Australia; Cornell University, United States","Ashraf, A.B., Carnegie Mellon University, United States; Lucey, S., Commonwealth Science and Industrial Research Organisation (CSIRO), Australia; Chen, T., Cornell University, United States",Conference Paper,Scopus,2-s2.0-77955986084
"Ecker A., Jepson A.D.",Polynomial shape from shading,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540219,145,152,,8,10.1109/CVPR.2010.5540219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955998861&doi=10.1109%2fCVPR.2010.5540219&partnerID=40&md5=f21e59de81645edd73209c9ad0f9ed5e,"University of Toronto, Canada","Ecker, A., University of Toronto, Canada; Jepson, A.D., University of Toronto, Canada",Conference Paper,Scopus,2-s2.0-77955998861
"Sugano Y., Matsushita Y., Sato Y.",Calibration-free gaze sensing using saliency maps,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539984,2667,2674,,25,10.1109/CVPR.2010.5539984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955992410&doi=10.1109%2fCVPR.2010.5539984&partnerID=40&md5=7ac0d5959524620aed91d05ea497613a,"University of Tokyo, Tokyo, 153-8505, Japan; Microsoft Research Asia, Beijing, 100080, China","Sugano, Y., University of Tokyo, Tokyo, 153-8505, Japan; Matsushita, Y., Microsoft Research Asia, Beijing, 100080, China; Sato, Y., University of Tokyo, Tokyo, 153-8505, Japan",Conference Paper,Scopus,2-s2.0-77955992410
"Kohli P., Kumar M.P.",Energy minimization for linear envelope MRFs,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539858,1863,1870,,16,10.1109/CVPR.2010.5539858,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956004109&doi=10.1109%2fCVPR.2010.5539858&partnerID=40&md5=8f212c8176ac24120b66d22be28baee1,"Microsoft Research, Cambridge, United Kingdom; Computer Science Department, Stanford University, United States","Kohli, P., Microsoft Research, Cambridge, United Kingdom; Kumar, M.P., Computer Science Department, Stanford University, United States",Conference Paper,Scopus,2-s2.0-77956004109
"Wu Z., Ke Q., Sun J., Shum H.-Y.",Scalable face image retrieval with identity-based quantization and multi-reference re-ranking,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539976,3469,3476,,11,10.1109/CVPR.2010.5539976,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956005804&doi=10.1109%2fCVPR.2010.5539976&partnerID=40&md5=ec537d78c4b4d3fba4d53237a01097ce,"Tsinghua Univ., Ctr. Adv Study, China; Microsoft Research, Silicon Valley Lab., United States; Microsoft Research, Asia Lab., United States; Microsoft Corporation, United States","Wu, Z., Tsinghua Univ., Ctr. Adv Study, China; Ke, Q., Microsoft Research, Silicon Valley Lab., United States, Microsoft Corporation, United States; Sun, J., Microsoft Research, Asia Lab., United States, Microsoft Corporation, United States; Shum, H.-Y., Microsoft Corporation, United States",Conference Paper,Scopus,2-s2.0-77956005804
"Tang K.D., Tappen M.F., Sukthankar R., Lampert C.H.",Optimizing one-shot recognition with micro-set learning,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540053,3027,3034,,4,10.1109/CVPR.2010.5540053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956008920&doi=10.1109%2fCVPR.2010.5540053&partnerID=40&md5=af719a28f0a9ffc3411877e7a5d4fb5c,"Cornell University, United States; University of Central Florida, United States; Intel Labs. Pittsburgh and Carnegie Mellon, United States; Max Planck Institute for Biological Cybernetics, Germany","Tang, K.D., Cornell University, United States; Tappen, M.F., University of Central Florida, United States; Sukthankar, R., Intel Labs. Pittsburgh and Carnegie Mellon, United States; Lampert, C.H., Max Planck Institute for Biological Cybernetics, Germany",Conference Paper,Scopus,2-s2.0-77956008920
"Saffari A., Godec M., Pock T., Leistner C., Bischof H.",Online multi-class LPBoost,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539937,3570,3577,,29,10.1109/CVPR.2010.5539937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955991676&doi=10.1109%2fCVPR.2010.5539937&partnerID=40&md5=5259de730307e74b2c282f18eed292e5,"Institute for Computer Graphics and Vision, Graz University of Technology, Austria","Saffari, A., Institute for Computer Graphics and Vision, Graz University of Technology, Austria; Godec, M., Institute for Computer Graphics and Vision, Graz University of Technology, Austria; Pock, T., Institute for Computer Graphics and Vision, Graz University of Technology, Austria; Leistner, C., Institute for Computer Graphics and Vision, Graz University of Technology, Austria; Bischof, H., Institute for Computer Graphics and Vision, Graz University of Technology, Austria",Conference Paper,Scopus,2-s2.0-77955991676
"Liu B., Gould S., Koller D.",Single image depth estimation from predicted semantic labels,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539823,1253,1260,,87,10.1109/CVPR.2010.5539823,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956004112&doi=10.1109%2fCVPR.2010.5539823&partnerID=40&md5=d912583c2297126b1b2c7f09311681c1,"Dept. of Computer Science, Stanford University, United States; Dept. of Electrical Engineering, Stanford University, United States","Liu, B., Dept. of Computer Science, Stanford University, United States; Gould, S., Dept. of Electrical Engineering, Stanford University, United States; Koller, D., Dept. of Computer Science, Stanford University, United States",Conference Paper,Scopus,2-s2.0-77956004112
"Sapp B., Jordan C., Taskar B.",Adaptive pose priors for pictorial structures,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540182,422,429,,43,10.1109/CVPR.2010.5540182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956000513&doi=10.1109%2fCVPR.2010.5540182&partnerID=40&md5=cc14f97f18ff043577679cb21577e408,"University of Pennsylvania, Philadelphia, PA 19104, United States","Sapp, B., University of Pennsylvania, Philadelphia, PA 19104, United States; Jordan, C., University of Pennsylvania, Philadelphia, PA 19104, United States; Taskar, B., University of Pennsylvania, Philadelphia, PA 19104, United States",Conference Paper,Scopus,2-s2.0-77956000513
"Ren X., Gu C.",Figure-ground segmentation improves handled object recognition in egocentric video,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540074,3137,3144,,35,10.1109/CVPR.2010.5540074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955991434&doi=10.1109%2fCVPR.2010.5540074&partnerID=40&md5=93a3d28dd0c3ebea427239fa664b293c,"Intel Labs Seattle, 1100 NE 45th Street, Seattle, WA 98105, United States; University of California at Berkeley, Berkeley, CA 94720, United States","Ren, X., Intel Labs Seattle, 1100 NE 45th Street, Seattle, WA 98105, United States; Gu, C., University of California at Berkeley, Berkeley, CA 94720, United States",Conference Paper,Scopus,2-s2.0-77955991434
"Yao Y., Doretto G.",Boosting for transfer learning with multiple sources,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539857,1855,1862,,74,10.1109/CVPR.2010.5539857,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955998024&doi=10.1109%2fCVPR.2010.5539857&partnerID=40&md5=08124dd1059ec5c6cca0b789ce1bdd1f,"Visualization and Computer Vision Lab., GE Global Research, Niskayuna, NY 12309, United States","Yao, Y., Visualization and Computer Vision Lab., GE Global Research, Niskayuna, NY 12309, United States; Doretto, G., Visualization and Computer Vision Lab., GE Global Research, Niskayuna, NY 12309, United States",Conference Paper,Scopus,2-s2.0-77955998024
"Schmidt U., Gao Q., Roth S.",A generative perspective on MRFs in low-level vision,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539844,1751,1758,,33,10.1109/CVPR.2010.5539844,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955989583&doi=10.1109%2fCVPR.2010.5539844&partnerID=40&md5=7e5434d23e351c64425da4ff4eb957bf,"Department of Computer Science, TU Darmstadt, Germany","Schmidt, U., Department of Computer Science, TU Darmstadt, Germany; Gao, Q., Department of Computer Science, TU Darmstadt, Germany; Roth, S., Department of Computer Science, TU Darmstadt, Germany",Conference Paper,Scopus,2-s2.0-77955989583
"Micusik B., Pflugfelder R.",Localizing non-overlapping surveillance cameras under the L-infinity norm,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540028,2895,2901,,6,10.1109/CVPR.2010.5540028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956003509&doi=10.1109%2fCVPR.2010.5540028&partnerID=40&md5=645907ce543d61ca345733c4b5a92321,"Safety and Security Department, AIT Austrian Institute of Technology, Austria","Micusik, B., Safety and Security Department, AIT Austrian Institute of Technology, Austria; Pflugfelder, R., Safety and Security Department, AIT Austrian Institute of Technology, Austria",Conference Paper,Scopus,2-s2.0-77956003509
"Wuhrer S., Azouz B.Z., Shu C.",Posture invariant surface description and feature extraction,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540188,374,381,,5,10.1109/CVPR.2010.5540188,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956003611&doi=10.1109%2fCVPR.2010.5540188&partnerID=40&md5=c1037b44beece7ad7be732d588ec9574,"National Research Council of Canada, Ottawa, ON, Canada; Institut Supérieur d'Informatique, Ecole Supérieur Privée d'Ingénieurs et de Technologies, Tunis, Tunisia","Wuhrer, S., National Research Council of Canada, Ottawa, ON, Canada; Azouz, B.Z., Institut Supérieur d'Informatique, Ecole Supérieur Privée d'Ingénieurs et de Technologies, Tunis, Tunisia; Shu, C., National Research Council of Canada, Ottawa, ON, Canada",Conference Paper,Scopus,2-s2.0-77956003611
"Zhang Q., Li B.",Discriminative K-SVD for dictionary learning in face recognition,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539989,2691,2698,,319,10.1109/CVPR.2010.5539989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955998411&doi=10.1109%2fCVPR.2010.5539989&partnerID=40&md5=ad2c9ed49848f193b94d49b03f5f2d33,"Computer Science and Engineering, Arizona State University, Tempe, AZ, United States","Zhang, Q., Computer Science and Engineering, Arizona State University, Tempe, AZ, United States; Li, B., Computer Science and Engineering, Arizona State University, Tempe, AZ, United States",Conference Paper,Scopus,2-s2.0-77955998411
"Donoser M., Riemenschneider H., Bischof H.",Linked edges as stable region boundaries,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539833,1665,1672,,5,10.1109/CVPR.2010.5539833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956002603&doi=10.1109%2fCVPR.2010.5539833&partnerID=40&md5=83efbb9210b347fde89b2d1078c6bd10,"Institute for Computer Graphics and Vision, Graz University of Technology, Australia","Donoser, M., Institute for Computer Graphics and Vision, Graz University of Technology, Australia; Riemenschneider, H., Institute for Computer Graphics and Vision, Graz University of Technology, Australia; Bischof, H., Institute for Computer Graphics and Vision, Graz University of Technology, Australia",Conference Paper,Scopus,2-s2.0-77956002603
"Carneiro G., Nascimento J.C.",Multiple dynamic models for tracking the left ventricle of the heart from ultrasound data using particle filters and deep learning architectures,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540013,2815,2822,,12,10.1109/CVPR.2010.5540013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956009389&doi=10.1109%2fCVPR.2010.5540013&partnerID=40&md5=a52d6e41c8b4f4647d719bfe9b422187,"Instituto de Sistemas e Robótica, Instituto Superior Técnico, Lisbon, Portugal","Carneiro, G., Instituto de Sistemas e Robótica, Instituto Superior Técnico, Lisbon, Portugal; Nascimento, J.C., Instituto de Sistemas e Robótica, Instituto Superior Técnico, Lisbon, Portugal",Conference Paper,Scopus,2-s2.0-77956009389
"Zhao P., Fang T., Xiao J., Zhang H., Zhao Q., Quan L.",Rectilinear parsing of architecture in urban environment,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540192,342,349,,12,10.1109/CVPR.2010.5540192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956003741&doi=10.1109%2fCVPR.2010.5540192&partnerID=40&md5=35e788f9d02fd93798a5017094d34abd,"CSE, HKUST, Hong Kong; CSAIL, MIT, United States; VRLab., BUAA, China","Zhao, P., CSE, HKUST, Hong Kong; Fang, T., CSE, HKUST, Hong Kong; Xiao, J., CSAIL, MIT, United States; Zhang, H., CSE, HKUST, Hong Kong; Zhao, Q., VRLab., BUAA, China; Quan, L., CSE, HKUST, Hong Kong",Conference Paper,Scopus,2-s2.0-77956003741
"Zhang X., Hua G., Zhang L., Shum H.-Y.",Interest seam image,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540042,3296,3303,,2,10.1109/CVPR.2010.5540042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955987215&doi=10.1109%2fCVPR.2010.5540042&partnerID=40&md5=2258ffa87b0ed4bebe8f4891c5b42677,"Tsinghua University, China; Nokia Research, United States; Microsoft Corporation, China","Zhang, X., Tsinghua University, China; Hua, G., Nokia Research, United States; Zhang, L., Microsoft Corporation, China; Shum, H.-Y., Microsoft Corporation, China",Conference Paper,Scopus,2-s2.0-77955987215
"Liu M.-Y., Tuzel O., Veeraraghavan A., Chellappa R.",Fast directional chamfer matching,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539837,1696,1703,,60,10.1109/CVPR.2010.5539837,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955996181&doi=10.1109%2fCVPR.2010.5539837&partnerID=40&md5=57a1b8a619babc927bbe15ef67bca763,"University of Maryland, College Park, MD, United States; Mitsubishi Electric Research Labs., United States","Liu, M.-Y., University of Maryland, College Park, MD, United States; Tuzel, O., Mitsubishi Electric Research Labs., United States; Veeraraghavan, A., Mitsubishi Electric Research Labs., United States; Chellappa, R., University of Maryland, College Park, MD, United States",Conference Paper,Scopus,2-s2.0-77955996181
Li H.,Multi-view structure computation without explicitly estimating motion,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540005,2777,2784,,6,10.1109/CVPR.2010.5540005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955996295&doi=10.1109%2fCVPR.2010.5540005&partnerID=40&md5=231249afcfa286785a2832f9c98fff8d,"NICTA, Australian National University, Canberra, ACT 2600, Australia","Li, H., NICTA, Australian National University, Canberra, ACT 2600, Australia",Conference Paper,Scopus,2-s2.0-77955996295
"Holzer S., Ilic S., Navab N.",Adaptive linear predictors for real-time tracking,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539851,1807,1814,,8,10.1109/CVPR.2010.5539851,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956003523&doi=10.1109%2fCVPR.2010.5539851&partnerID=40&md5=f86f3a3be3a27a6b242ba9ede89e447e,"Department of Computer Science, Technical University of Munich (TUM), Boltzmannstrasse 3, 85748 Garching, Germany","Holzer, S., Department of Computer Science, Technical University of Munich (TUM), Boltzmannstrasse 3, 85748 Garching, Germany; Ilic, S., Department of Computer Science, Technical University of Munich (TUM), Boltzmannstrasse 3, 85748 Garching, Germany; Navab, N., Department of Computer Science, Technical University of Munich (TUM), Boltzmannstrasse 3, 85748 Garching, Germany",Conference Paper,Scopus,2-s2.0-77956003523
"Hu W., Zhu S.-C.",Learning a probabilistic model mixing 3D and 2D primitives for view invariant object recognition,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539910,2273,2280,,5,10.1109/CVPR.2010.5539910,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955988621&doi=10.1109%2fCVPR.2010.5539910&partnerID=40&md5=b74dfe09ed89db7fe0b3044716713273,"Department of Statistics, University of California, Los Angeles (UCLA), United States; Lotus Hill Research Institute (LHI), Ezhou, China","Hu, W., Department of Statistics, University of California, Los Angeles (UCLA), United States, Lotus Hill Research Institute (LHI), Ezhou, China; Zhu, S.-C., Department of Statistics, University of California, Los Angeles (UCLA), United States, Lotus Hill Research Institute (LHI), Ezhou, China",Conference Paper,Scopus,2-s2.0-77955988621
"Yang W., Wang Y., Mori G.",Recognizing human actions from still images with latent poses,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539879,2030,2037,,47,10.1109/CVPR.2010.5539879,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955996308&doi=10.1109%2fCVPR.2010.5539879&partnerID=40&md5=b0408e03285473b276a19c3d7a18eda5,"School of Computing Science, Simon Fraser University, Burnaby, BC, Canada","Yang, W., School of Computing Science, Simon Fraser University, Burnaby, BC, Canada; Wang, Y., School of Computing Science, Simon Fraser University, Burnaby, BC, Canada; Mori, G., School of Computing Science, Simon Fraser University, Burnaby, BC, Canada",Conference Paper,Scopus,2-s2.0-77955996308
"Eriksson A., Van Den Hengel A.",Efficient computation of robust low-rank matrix approximations in the presence of missing data using the L1 norm,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5540139,771,778,,57,10.1109/CVPR.2010.5540139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955994778&doi=10.1109%2fCVPR.2010.5540139&partnerID=40&md5=76a4a9f11ce3ad9219125d460295780f,"School of Computer Science, University of Adelaide, Australia","Eriksson, A., School of Computer Science, University of Adelaide, Australia; Van Den Hengel, A., School of Computer Science, University of Adelaide, Australia",Conference Paper,Scopus,2-s2.0-77955994778
"Krajsek K., Scharr H.",Diffusion filtering without parameter tuning: Models and inference tools,2010,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,5539959,2536,2543,,5,10.1109/CVPR.2010.5539959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955991437&doi=10.1109%2fCVPR.2010.5539959&partnerID=40&md5=faacb8fd74e9a5edbd06a4be291ed7cb,"ICG-3, Forschungszentrum, Jülich, Germany","Krajsek, K., ICG-3, Forschungszentrum, Jülich, Germany; Scharr, H., ICG-3, Forschungszentrum, Jülich, Germany",Conference Paper,Scopus,2-s2.0-77955991437
