Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Yacoob Yaser, Davis Larry",Computing spatio-temporal representations of human faces,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,70,75,,77,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027983235&partnerID=40&md5=86e4057dffb9e3a52cb491d219fad723,"Univ of Maryland, College Park, United States","Yacoob, Yaser, Univ of Maryland, College Park, United States; Davis, Larry, Univ of Maryland, College Park, United States",Conference Paper,Scopus,2-s2.0-0027983235
"Copeland A.C., Ravichandran G., Trivedi M.M.",Localized radon transform-based detection of linear features in noisy images,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,664,667,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028134350&partnerID=40&md5=92844b39860048c980de93205ec19824,"Univ of Tennessee, Knoxville, United States","Copeland, A.C., Univ of Tennessee, Knoxville, United States; Ravichandran, G., Univ of Tennessee, Knoxville, United States; Trivedi, M.M., Univ of Tennessee, Knoxville, United States",Conference Paper,Scopus,2-s2.0-0028134350
"Berthod M., Shekarforoush H., Werman M., Zerubia J.",Reconstruction of high resolution 3D visual information,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,654,657,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028084715&partnerID=40&md5=43dc3e19550cda310ba701d4c454a318,"INRIA, Sophia Antipolis, France","Berthod, M., INRIA, Sophia Antipolis, France; Shekarforoush, H., INRIA, Sophia Antipolis, France; Werman, M., INRIA, Sophia Antipolis, France; Zerubia, J., INRIA, Sophia Antipolis, France",Conference Paper,Scopus,2-s2.0-0028084715
Hager Gregory D.,Real-time feature tracking and projective invariance as a basis for hand-eye coordination,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,533,539,,16,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028015004&partnerID=40&md5=5ee348a1bcb78936fdd06f0594b2bb9a,"Yale Univ, New Haven, United States","Hager, Gregory D., Yale Univ, New Haven, United States",Conference Paper,Scopus,2-s2.0-0028015004
Hartley Richard I.,Algorithm for self calibration from several views,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,908,912,,71,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028016839&partnerID=40&md5=f7bab5f5b11c8a069b1637efd35bc5dd,"GE - Corporate Research and, Development, Schenectady, United States","Hartley, Richard I., GE - Corporate Research and, Development, Schenectady, United States",Conference Paper,Scopus,2-s2.0-0028016839
"Cedras Claudette, Shah Mubarak",Survey of motion analysis from moving light displays,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,214,221,,33,10.1109/CVPR.1993.340987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028022231&doi=10.1109%2fCVPR.1993.340987&partnerID=40&md5=6cdf6558e8820c12bff1cb29cd7a8306,"Univ of Central Florida, Orlando, United States","Cedras, Claudette, Univ of Central Florida, Orlando, United States; Shah, Mubarak, Univ of Central Florida, Orlando, United States",Conference Paper,Scopus,2-s2.0-0028022231
"Kervrann Charles, Heitz Fabrice",Hierarchical statistical framework for the segmentation of deformable objects in image sequences,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,724,728,,40,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027932005&partnerID=40&md5=41e14de7204442eeaa510aaabba5f61f,"Campus Universitaire de Beaulieu, Rennes, France","Kervrann, Charles, Campus Universitaire de Beaulieu, Rennes, France; Heitz, Fabrice, Campus Universitaire de Beaulieu, Rennes, France",Conference Paper,Scopus,2-s2.0-0027932005
"Shi Jianbo, Tomasi Carlo",Good features to track,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,593,600,,3953,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028112849&partnerID=40&md5=579795500e1edebb7add58750587bfc4,"Cornell Univ, Ithaca, United States","Shi, Jianbo, Cornell Univ, Ithaca, United States; Tomasi, Carlo, Cornell Univ, Ithaca, United States",Conference Paper,Scopus,2-s2.0-0028112849
"Kato Kouichi, Nakanishi Tadashi, Shio Akio, Ishii Kenichiro",Structure from image sequences captured through a monocular extra-wide angle lens,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,919,924,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028013793&partnerID=40&md5=ae325021031bce0b7652e4bc538021fd,"NTT Human Interface Lab, Kanagawa, Japan","Kato, Kouichi, NTT Human Interface Lab, Kanagawa, Japan; Nakanishi, Tadashi, NTT Human Interface Lab, Kanagawa, Japan; Shio, Akio, NTT Human Interface Lab, Kanagawa, Japan; Ishii, Kenichiro, NTT Human Interface Lab, Kanagawa, Japan",Conference Paper,Scopus,2-s2.0-0028013793
"Wolff Lawrence B., Fan Joel",Segmentation of surface curvature using a photometric invariant,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,23,30,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027961224&partnerID=40&md5=c44f8c18e4e072e3cee9f46b500a159d,"John Hopkins Univ, Baltimore, United States","Wolff, Lawrence B., John Hopkins Univ, Baltimore, United States; Fan, Joel, John Hopkins Univ, Baltimore, United States",Conference Paper,Scopus,2-s2.0-0027961224
"Bober Miroslaw, Kittler Josef",Robust motion analysis,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,947,952,,41,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028014951&partnerID=40&md5=04a0689245005127ff6f87a0d8a69152,"Univ of Surrey, Guildford, United Kingdom","Bober, Miroslaw, Univ of Surrey, Guildford, United Kingdom; Kittler, Josef, Univ of Surrey, Guildford, United Kingdom",Conference Paper,Scopus,2-s2.0-0028014951
"Kakadiaris Ioannis A., Metaxas Dimitri, Bajcsy Ruzena","Active part-decomposition, shape and motion estimation of articulated objects: a physics-based approach",1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,980,984,,37,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027963749&partnerID=40&md5=f0954fe5f976f967cf0da4d3ecbf2539,"Univ of Pennsylvania, Philadelphia, United States","Kakadiaris, Ioannis A., Univ of Pennsylvania, Philadelphia, United States; Metaxas, Dimitri, Univ of Pennsylvania, Philadelphia, United States; Bajcsy, Ruzena, Univ of Pennsylvania, Philadelphia, United States",Conference Paper,Scopus,2-s2.0-0027963749
Suter D.,Motion estimation and vector splines,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,939,942,,71,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028131127&partnerID=40&md5=2871d1f199f8b77fd074da445d5cb0ef,"Monash Univ, Clayton","Suter, D., Monash Univ, Clayton",Conference Paper,Scopus,2-s2.0-0028131127
"Martin John, Pentland Alex, Kikinis Ron",Shape analysis of brain structures using physical and experimental modes,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,752,755,,24,10.1109/CVPR.1993.341157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027932004&doi=10.1109%2fCVPR.1993.341157&partnerID=40&md5=b21f8af1947771e72b9d173a2a4c161a,"Brigham and Women's Hospital, Boston, United States","Martin, John, Brigham and Women's Hospital, Boston, United States; Pentland, Alex, Brigham and Women's Hospital, Boston, United States; Kikinis, Ron, Brigham and Women's Hospital, Boston, United States",Conference Paper,Scopus,2-s2.0-0027932004
"Drew Mark S., Kontsevich Leonid L.",Closed-form attitude determination under spectrally varying illumination,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,985,990,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027963747&partnerID=40&md5=30b866e1942d1ffe2061dd62a0b65f1a,"Simon Fraser Univ, Vancouver, Canada","Drew, Mark S., Simon Fraser Univ, Vancouver, Canada; Kontsevich, Leonid L., Simon Fraser Univ, Vancouver, Canada",Conference Paper,Scopus,2-s2.0-0027963747
"Xiong Yalin, Shafer Steven A.",Variable window gabor filters and their use in focus and correspondence,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,668,671,,6,10.1109/CVPR.1993.341036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027927895&doi=10.1109%2fCVPR.1993.341036&partnerID=40&md5=a40bc923cb86788ea3ab863df92307c5,"Carnegie Mellon Univ, Pittsburgh, United States","Xiong, Yalin, Carnegie Mellon Univ, Pittsburgh, United States; Shafer, Steven A., Carnegie Mellon Univ, Pittsburgh, United States",Conference Paper,Scopus,2-s2.0-0027927895
"Sarkar Sudeep, Boyer Kim L.",Automated design of Bayesian perceptual inference networks,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,98,103,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028016851&partnerID=40&md5=0638499060c3291341933c8a41b22a19,"Univ of South Florida, Tampa, United States","Sarkar, Sudeep, Univ of South Florida, Tampa, United States; Boyer, Kim L., Univ of South Florida, Tampa, United States",Conference Paper,Scopus,2-s2.0-0028016851
"Kin Whoi-Yul, Yuan Po","Practical pattern recognition system for translation, scale and rotation invariance",1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,391,396,,19,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028112853&partnerID=40&md5=9f5efcaab60f74fab1fc98dea818e3b0,"Univ of Texas at Dallas, Richardson, United States","Kin, Whoi-Yul, Univ of Texas at Dallas, Richardson, United States; Yuan, Po, Univ of Texas at Dallas, Richardson, United States",Conference Paper,Scopus,2-s2.0-0028112853
"Whaite Peter, Ferrie Frank P.",Autonomous exploration: driven by uncertainty,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,339,346,,19,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028121956&partnerID=40&md5=bfbb19831c80555cfe93b9f5d70cb9ad,"McGill Univ, Montreal, Canada","Whaite, Peter, McGill Univ, Montreal, Canada; Ferrie, Frank P., McGill Univ, Montreal, Canada",Conference Paper,Scopus,2-s2.0-0028121956
"Grimson W.E.L., Lozano-Perez T., Wells III W.M., Ettinger G.J., White S.J., Kikinis R.","Automatic registration method for frameless stereotaxy, image guided surgery, and enhanced reality visualization",1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,430,436,,55,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027928350&partnerID=40&md5=314a45765d645f05e1b790282acfee31,"MIT, Cambridge, United States","Grimson, W.E.L., MIT, Cambridge, United States; Lozano-Perez, T., MIT, Cambridge, United States; Wells III, W.M., MIT, Cambridge, United States; Ettinger, G.J., MIT, Cambridge, United States; White, S.J., MIT, Cambridge, United States; Kikinis, R., MIT, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0027928350
"Devernay F., Faugeras O.D.",Computing differential properties of 3-D shapes from stereoscopic images without 3-D models,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,208,213,,79,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028043094&partnerID=40&md5=6e8e0a50d9e0008cae25c8ad9468b069,"INRIA, Sophia-Antipolis, France","Devernay, F., INRIA, Sophia-Antipolis, France; Faugeras, O.D., INRIA, Sophia-Antipolis, France",Conference Paper,Scopus,2-s2.0-0028043094
"Chen Hsiao-Jing, Shirai Yoshiaki",Detecting multiple image motions by exploiting temporal coherence of apparent motion,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,899,902,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028060699&partnerID=40&md5=a4a5e4b090f95255da3d33bcf314fdde,"Osaka Univ, Suita, Japan","Chen, Hsiao-Jing, Osaka Univ, Suita, Japan; Shirai, Yoshiaki, Osaka Univ, Suita, Japan",Conference Paper,Scopus,2-s2.0-0028060699
"Li Ying, Woodham Robert J.",Orientation-based representations of 3-D shape,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,182,187,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028014964&partnerID=40&md5=57b9e81160cdc34a6d01eca318712a5b,"Epic Data Inc, Vancouver, Canada","Li, Ying, Epic Data Inc, Vancouver, Canada; Woodham, Robert J., Epic Data Inc, Vancouver, Canada",Conference Paper,Scopus,2-s2.0-0028014964
"Subbarao Murali, Wei Tse-Chung, Surya Gopal",Focused image recovery from two defocused images recorded with different camera settings,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,786,791,,4,10.1109/CVPR.1993.341175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027927636&doi=10.1109%2fCVPR.1993.341175&partnerID=40&md5=00f5a511b8a8605e905c4990a04737c9,"SUNY, Stony Brook, United States","Subbarao, Murali, SUNY, Stony Brook, United States; Wei, Tse-Chung, SUNY, Stony Brook, United States; Surya, Gopal, SUNY, Stony Brook, United States",Conference Paper,Scopus,2-s2.0-0027927636
"Chaumette F., Boukir S., Bouthemy P., Juvin D.",Optimal estimation of 3D structures using visual servoing,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,347,354,,4,10.1109/CVPR.1993.1626170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027927899&doi=10.1109%2fCVPR.1993.1626170&partnerID=40&md5=e0a6953c18f0407e5660cdc7db8fb2bc,"IRISA/INRIA Rennes, Rennes, France","Chaumette, F., IRISA/INRIA Rennes, Rennes, France; Boukir, S., IRISA/INRIA Rennes, Rennes, France; Bouthemy, P., IRISA/INRIA Rennes, Rennes, France; Juvin, D., IRISA/INRIA Rennes, Rennes, France",Conference Paper,Scopus,2-s2.0-0027927899
"Parvin B., Peng C., Johnston W., Maestre M.",Tracking of tubular objects for scientific applications,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,295,301,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028061061&partnerID=40&md5=4fbc8c845de4c12178e0e119d75114f3,"Lawrence Berkeley Lab, Berkeley, United States","Parvin, B., Lawrence Berkeley Lab, Berkeley, United States; Peng, C., Lawrence Berkeley Lab, Berkeley, United States; Johnston, W., Lawrence Berkeley Lab, Berkeley, United States; Maestre, M., Lawrence Berkeley Lab, Berkeley, United States",Conference Paper,Scopus,2-s2.0-0028061061
"Fan Joel, Wolff Lawrence B.",Surface curvature from integrability,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,520,526,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028121952&partnerID=40&md5=c8ffd73a683e13448a481f501d93b4df,"Johns Hopkins Univ, Baltimore, United States","Fan, Joel, Johns Hopkins Univ, Baltimore, United States; Wolff, Lawrence B., Johns Hopkins Univ, Baltimore, United States",Conference Paper,Scopus,2-s2.0-0028121952
"Shashua Amnon, Navab Nassir",Relative affine structure: theory and application to 3D reconstruction from perspective views,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,483,489,,57,10.1109/CVPR.1993.341086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027928347&doi=10.1109%2fCVPR.1993.341086&partnerID=40&md5=790f0e77cd6ac637c908871769db962f,"Massachusetts Inst of Technology, Cambridge, United States","Shashua, Amnon, Massachusetts Inst of Technology, Cambridge, United States; Navab, Nassir, Massachusetts Inst of Technology, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0027928347
"Kanungo Tapas, Dom Byron, Niblack Wayne, Steele David",Fast algorithm for MDL-based multi-band image segmentation,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,609,616,,37,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027963754&partnerID=40&md5=0014db50086961ceabfc2fbc070a05c8,"IBM Almaden Research Cent, San Jose, United States","Kanungo, Tapas, IBM Almaden Research Cent, San Jose, United States; Dom, Byron, IBM Almaden Research Cent, San Jose, United States; Niblack, Wayne, IBM Almaden Research Cent, San Jose, United States; Steele, David, IBM Almaden Research Cent, San Jose, United States",Conference Paper,Scopus,2-s2.0-0027963754
"Rivlin Ehud, Dickinson Sven J.",Recognition by functional parts,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,267,274,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027928351&partnerID=40&md5=7ac42e066d7f426ca2176c48c00e4cfe,"Technion-Israel Inst of Technology, Haifa, Israel","Rivlin, Ehud, Technion-Israel Inst of Technology, Haifa, Israel; Dickinson, Sven J., Technion-Israel Inst of Technology, Haifa, Israel",Conference Paper,Scopus,2-s2.0-0027928351
"Dijkstra T.M.H., Snoeren P.R., Gielen C.C.A.M.",Extraction of 3D shape from optic flow: a geometric approach,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,135,140,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028015007&partnerID=40&md5=0d2767e787afaf999637252ce690896b,"Univ of Nijmegen, Nijmegen, Netherlands","Dijkstra, T.M.H., Univ of Nijmegen, Nijmegen, Netherlands; Snoeren, P.R., Univ of Nijmegen, Nijmegen, Netherlands; Gielen, C.C.A.M., Univ of Nijmegen, Nijmegen, Netherlands",Conference Paper,Scopus,2-s2.0-0028015007
"Madsen Claus Brondgaard, Christensen Henrik Iskov",Reactive view planning for quantification of local geometry,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,823,828,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028074130&partnerID=40&md5=e3d0faab589d6a710edd7bc94afd388f,"Aalborg Univ, Aalborg, Denmark","Madsen, Claus Brondgaard, Aalborg Univ, Aalborg, Denmark; Christensen, Henrik Iskov, Aalborg Univ, Aalborg, Denmark",Conference Paper,Scopus,2-s2.0-0028074130
Cox Ingemar J.,Maximum likelihood N-camera stereo algorithm,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,733,739,,23,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028074132&partnerID=40&md5=2c642a4078669da964c78dc9080951fb,"NEC Research Inst, Princeton, United States","Cox, Ingemar J., NEC Research Inst, Princeton, United States",Conference Paper,Scopus,2-s2.0-0028074132
"Fua P., Leclerc Y.G.",Registration without correspondences,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,121,128,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027983234&partnerID=40&md5=94bcf9f513540862dba51091be02a84b,"SRI Int, Menlo Park, United States","Fua, P., SRI Int, Menlo Park, United States; Leclerc, Y.G., SRI Int, Menlo Park, United States",Conference Paper,Scopus,2-s2.0-0027983234
"Jenkin Michael R.M., Tsotsos John K.",Active stereo vision and cyclotorsion,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,806,811,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027961420&partnerID=40&md5=2a7ca6c44c66d1304f69963a198fc946,"York Univ, North York, Canada","Jenkin, Michael R.M., York Univ, North York, Canada; Tsotsos, John K., York Univ, North York, Canada",Conference Paper,Scopus,2-s2.0-0027961420
"Niessen W.J., ter Haar Romeny B.M., Florack L.M.J., Salden A.H., Viergever M.A.",Nonlinear diffusion of scalar images using well-posed differential operators,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,92,97,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028015008&partnerID=40&md5=ae75939534a692fc3842977110534254,"Univ Hospital, Utrecht, Netherlands","Niessen, W.J., Univ Hospital, Utrecht, Netherlands; ter Haar Romeny, B.M., Univ Hospital, Utrecht, Netherlands; Florack, L.M.J., Univ Hospital, Utrecht, Netherlands; Salden, A.H., Univ Hospital, Utrecht, Netherlands; Viergever, M.A., Univ Hospital, Utrecht, Netherlands",Conference Paper,Scopus,2-s2.0-0028015008
"Yeung Minerva M., Yeo Boon-Lock, Liou Shih-Ping, Banihashemi Ali",Three-dimensional image registration for spiral CT angiography,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,423,429,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027961427&partnerID=40&md5=4bd67f7062cd63ad35e0fb8af694ad43,"Princeton Univ, Princeton, United States","Yeung, Minerva M., Princeton Univ, Princeton, United States; Yeo, Boon-Lock, Princeton Univ, Princeton, United States; Liou, Shih-Ping, Princeton Univ, Princeton, United States; Banihashemi, Ali, Princeton Univ, Princeton, United States",Conference Paper,Scopus,2-s2.0-0027961427
"Hougen Darrell R., Ahuja Narendra",Adaptive polynomial modelling of the reflectance map for shape estimation from stereo and shading,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,991,994,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028090938&partnerID=40&md5=93bed56778f151b346b3c87b07e9f041,"Univ of Illinois, Urbana, United States","Hougen, Darrell R., Univ of Illinois, Urbana, United States; Ahuja, Narendra, Univ of Illinois, Urbana, United States",Conference Paper,Scopus,2-s2.0-0028090938
"Gu Haisong, Shirai Yoshiaki, Asada Minoru",MDL-based spatiotemporal segmentation from motion in a long image sequence,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,448,453,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028014955&partnerID=40&md5=cd6d9f8562d02f77859696449abeb0ca,"Osaka Univ, Osaka, Japan","Gu, Haisong, Osaka Univ, Osaka, Japan; Shirai, Yoshiaki, Osaka Univ, Osaka, Japan; Asada, Minoru, Osaka Univ, Osaka, Japan",Conference Paper,Scopus,2-s2.0-0028014955
"Seitz Steven M., Dyer Charles R.",Affine invariant detection of periodic motion,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,970,975,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027928337&partnerID=40&md5=3f941ace007368b943075ca0a3eb1de8,"Univ of Wisconsin, Madison, United States","Seitz, Steven M., Univ of Wisconsin, Madison, United States; Dyer, Charles R., Univ of Wisconsin, Madison, United States",Conference Paper,Scopus,2-s2.0-0027928337
Thirion Jean-Philippe,Extremal points: definition and application to 3D image registration,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,587,592,,50,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028125442&partnerID=40&md5=58a3a032577f13bd0d3adaf7d1c6a3ac,"INRIA, France","Thirion, Jean-Philippe, INRIA, France",Conference Paper,Scopus,2-s2.0-0028125442
"Muller James R., Anandan P., Bergen James R.",Adaptive-complexity registration of images,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,953,957,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028054613&partnerID=40&md5=79a0b2b2206c40c72cb526816f367bdd,"Univ of Rochester, Rochester, United States","Muller, James R., Univ of Rochester, Rochester, United States; Anandan, P., Univ of Rochester, Rochester, United States; Bergen, James R., Univ of Rochester, Rochester, United States",Conference Paper,Scopus,2-s2.0-0028054613
"Der Sandor Z., Chellappa Rama",Probe based recognition of targets in infrared images,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,870,875,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028112844&partnerID=40&md5=0953e6c5ad171e3b28185f99a89ead7e,"AMSEL-RD-NV-VISP-LET, Fort Belvoir, United States","Der, Sandor Z., AMSEL-RD-NV-VISP-LET, Fort Belvoir, United States; Chellappa, Rama, AMSEL-RD-NV-VISP-LET, Fort Belvoir, United States",Conference Paper,Scopus,2-s2.0-0028112844
Manmatha R.,"Framework for recovering affine transforms using points, lines or image brightnesses",1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,141,146,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028096380&partnerID=40&md5=44dd64f4efb8a2e0af79f3d7d371bd72,"Univ of Massachusetts at Amherst, Amherst, United States","Manmatha, R., Univ of Massachusetts at Amherst, Amherst, United States",Conference Paper,Scopus,2-s2.0-0028096380
"Lin C.L., Zheng Q., Chellappa R., Davis L.S., Zhang X.",Site model supported monitoring of aerial images,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,694,699,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028055306&partnerID=40&md5=c720f0638f8f0781c77312f548b0fe37,"Univ. of Maryland, College Park, United States","Lin, C.L., Univ. of Maryland, College Park, United States; Zheng, Q., Univ. of Maryland, College Park, United States; Chellappa, R., Univ. of Maryland, College Park, United States; Davis, L.S., Univ. of Maryland, College Park, United States; Zhang, X., Univ. of Maryland, College Park, United States",Conference Paper,Scopus,2-s2.0-0028055306
"Wallack Aaron S., Canny John F.",Efficient indexing techniques for model based sensing,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,259,266,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028096378&partnerID=40&md5=f6188cc9680271cb7c784aefd51b73cd,"Univ of California, Berkeley, United States","Wallack, Aaron S., Univ of California, Berkeley, United States; Canny, John F., Univ of California, Berkeley, United States",Conference Paper,Scopus,2-s2.0-0028096378
"Forsyth D.A., Mundy J.L., Zisserman A., Rothwell C.A.",Using global consistency to recognise euclidean objects with an uncalibrated camera,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,502,507,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028132373&partnerID=40&md5=2c291f038e2014e2ad758923e70a443c,"Univ of Iowa, Iowa City, United States","Forsyth, D.A., Univ of Iowa, Iowa City, United States; Mundy, J.L., Univ of Iowa, Iowa City, United States; Zisserman, A., Univ of Iowa, Iowa City, United States; Rothwell, C.A., Univ of Iowa, Iowa City, United States",Conference Paper,Scopus,2-s2.0-0028132373
"Kwon Young Ho, Lobo Niels da Vitoria",Age classification from facial images,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,762,767,,107,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028134349&partnerID=40&md5=9097d20b574bd9be42b34f4e3693ceb1,"Univ of Central Florida, Orlando, United States","Kwon, Young Ho, Univ of Central Florida, Orlando, United States; Lobo, Niels da Vitoria, Univ of Central Florida, Orlando, United States",Conference Paper,Scopus,2-s2.0-0028134349
"Seni Giovanni, Nasrabadi Nasser, Srihari Rohini",On-line cursive word recognition system,1994,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,404,410,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028132375&partnerID=40&md5=7ddfd2b8cdba1a0cf0527a168c73075f,"State Univ of New York at Buffalo, Buffalo, United States","Seni, Giovanni, State Univ of New York at Buffalo, Buffalo, United States; Nasrabadi, Nasser, State Univ of New York at Buffalo, Buffalo, United States; Srihari, Rohini, State Univ of New York at Buffalo, Buffalo, United States",Conference Paper,Scopus,2-s2.0-0028132375
